"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_1_run.csv",,,,"Date:","14 Apr 2020 08:36:50 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 08:43:44,12.846,0.504,86.650,0,0,0,0,165126,1160406,3804549120,800968704,465219584,14632038400,1312,73601
14-04 08:43:45,14.750,0.500,84.500,0.250,0,0,16384,176442,1241838,3804549120,800968704,465219584,14632038400,1312,73601
14-04 08:43:46,14.106,0.504,85.390,0,0,0,12288,223786,1585067,3804549120,800968704,465219584,14632038400,1312,73601
14-04 08:43:47,14.500,0.500,85,0,0,0,0,205508,1448421,3804549120,800968704,465219584,14632038400,1312,73601
14-04 08:43:48,13.466,0.249,86.284,0,0,0,0,171254,1201917,3804545024,800968704,465219584,14632042496,1312,73601
14-04 08:43:49,15.075,0.503,84.422,0,0,0,0,235740,1668693,3804545024,800968704,465219584,14632042496,1312,73601
14-04 08:43:50,14.963,0.748,84.040,0.249,0,0,36864,198944,1421935,3804549120,800960512,465219584,14632046592,1312,73601
14-04 08:43:51,11.839,0.252,87.909,0,0,0,12288,159466,1119958,3804540928,800968704,465219584,14632046592,1312,73601
14-04 08:43:52,13.317,0.251,86.432,0,0,0,4096,172235,1222405,3804540928,800968704,465219584,14632046592,1312,73601
14-04 08:43:53,14.141,0.253,85.606,0,0,0,0,228152,1609126,3804540928,800968704,465219584,14632046592,1312,73601
14-04 08:43:54,14.070,0.503,85.427,0,0,0,0,207225,1447431,3804536832,800968704,465219584,14632050688,1312,73601
14-04 08:43:55,15.113,0.252,84.635,0,0,0,0,231138,1628640,3804532736,800968704,465219584,14632054784,1312,73601
14-04 08:43:56,12.312,0.754,86.683,0.251,0,0,49152,167498,1179496,3804528640,800968704,465223680,14632054784,1312,73601
14-04 08:43:57,13.033,0.501,86.216,0.251,0,0,53248,151534,1078583,3804524544,800968704,465223680,14632058880,1312,73601
14-04 08:43:58,12.121,0.253,87.626,0,0,0,0,158942,1118638,3804524544,800968704,465223680,14632058880,1312,73601
14-04 08:43:59,12.469,0.249,87.282,0,0,0,0,172020,1203711,3804524544,800968704,465223680,14632058880,1312,73601
14-04 08:44:00,14.861,0.504,84.635,0,0,0,0,209110,1467617,3804524544,800968704,465223680,14632058880,1312,73601
14-04 08:44:01,11.335,0.756,87.657,0.252,0,0,40960,158885,1118117,3804524544,800968704,465223680,14632058880,1312,73601
14-04 08:44:02,11.899,0.253,87.848,0,0,0,12288,172124,1218501,3804524544,800968704,465223680,14632058880,1312,73601
14-04 08:44:03,13.283,0.501,86.216,0,0,0,0,181158,1263698,3804524544,800968704,465223680,14632058880,1312,73601
14-04 08:44:04,12.030,0.501,87.469,0,0,0,0,166847,1179262,3804520448,800968704,465223680,14632062976,1312,73601
14-04 08:44:05,15.075,0.754,84.171,0,0,0,0,216826,1510672,3804520448,800968704,465223680,14632062976,1312,73601
14-04 08:44:06,11.970,0.748,87.282,0,0,0,0,171298,1217568,3804520448,800968704,465223680,14632062976,1312,73601
14-04 08:44:07,12.438,0.995,86.318,0.249,0,0,49152,187393,1306694,3804520448,800968704,465223680,14632062976,1312,73601
14-04 08:44:08,12.944,0.254,86.802,0,0,0,81920,194911,1381130,3804520448,800968704,465223680,14632062976,1312,73601
14-04 08:44:09,15.250,0.500,84.250,0,0,0,0,212177,1489348,3804520448,800968704,465223680,14632062976,1312,73601
14-04 08:44:10,17,0.500,82.500,0,0,0,36864,226736,1605157,3803893760,801595392,465223680,14632062976,1280,73601
14-04 08:44:11,14.322,0.251,85.427,0,0,0,0,186404,1303180,3803885568,801603584,465223680,14632062976,1280,73601
14-04 08:44:12,14.787,0.251,84.712,0.251,0,0,81920,189228,1324169,3803877376,801603584,465231872,14632062976,1280,73601
14-04 08:44:13,13.350,0.504,86.146,0,0,0,61440,178382,1243942,3803877376,801603584,465231872,14632062976,1280,73601
14-04 08:44:14,14.888,0.496,84.615,0,0,0,0,208985,1466620,3803877376,801603584,465231872,14632062976,1280,73601
14-04 08:44:15,12.944,0.761,86.294,0,0,0,0,178045,1261352,3803877376,801603584,465231872,14632062976,1280,73601
14-04 08:44:16,13.568,0.251,86.181,0,0,0,0,180189,1282286,3803877376,801603584,465231872,14632062976,1280,73601
14-04 08:44:17,13.580,0.741,85.185,0.494,0,0,28672,151027,1076531,3803869184,801603584,465235968,14632067072,1280,73601
14-04 08:44:18,12.563,0,87.437,0,0,0,0,178600,1262238,3803869184,801603584,465235968,14632067072,1280,73601
14-04 08:44:19,14.394,0.253,85.354,0,0,0,0,193798,1366486,3803865088,801603584,465235968,14632071168,1280,73601
14-04 08:44:20,14.610,0.252,85.139,0,0,0,40960,199336,1401934,3804119040,801349632,465235968,14632071168,1280,73601
14-04 08:44:21,14,0.500,85.500,0,0,0,0,204022,1425328,3804119040,801349632,465235968,14632071168,1280,73601
14-04 08:44:22,13.854,0.504,85.642,0,0,0,4096,211195,1469558,3804119040,801349632,465235968,14632071168,1280,73601
14-04 08:44:23,15.190,0.253,84.304,0.253,0,0,77824,203671,1425980,3803852800,801603584,465244160,14632075264,1280,73601
14-04 08:44:24,14.684,0.506,84.810,0,0,0,0,222285,1566545,3803852800,801603584,465244160,14632075264,1280,73601
14-04 08:44:25,12.879,0.253,86.869,0,0,0,0,190197,1343896,3803852800,801603584,465244160,14632075264,1280,73601
14-04 08:44:26,13.819,0.503,85.678,0,0,0,0,198394,1401845,3803852800,801603584,465244160,14632075264,1280,73601
14-04 08:44:27,14.861,0.252,84.887,0,0,0,0,252360,1771292,3803852800,801603584,465244160,14632075264,1280,73601
14-04 08:44:28,15,1,84,0,0,0,12288,220350,1547250,3803852800,801603584,465244160,14632075264,1280,73601
14-04 08:44:29,15.423,0.498,84.080,0,0,0,40960,230087,1631229,3803844608,801603584,465252352,14632075264,1280,73601
14-04 08:44:30,12.091,0.756,87.154,0,0,0,0,190345,1341039,3803844608,801603584,465252352,14632075264,1280,73601
14-04 08:44:31,14.286,0.501,85.213,0,0,0,0,213506,1488991,3803844608,801603584,465252352,14632075264,1280,73601
14-04 08:44:32,11.392,0.506,88.101,0,0,0,0,194454,1364222,3803844608,801603584,465252352,14632075264,1280,73601
14-04 08:44:33,14.322,0.503,85.176,0,0,0,0,189899,1343628,3803836416,801603584,465252352,14632083456,1280,73601
14-04 08:44:34,15.617,0.504,83.879,0,0,0,0,238230,1669356,3803836416,801603584,465252352,14632083456,1280,73601
14-04 08:44:35,13.854,0.504,85.390,0.252,0,0,16384,215820,1526850,3803832320,801603584,465256448,14632083456,1280,73601
14-04 08:44:36,13.636,0.505,85.859,0,0,0,0,182652,1282554,3803832320,801603584,465256448,14632083456,1280,73601
14-04 08:44:37,11.646,0.506,87.848,0,0,0,36864,146948,1038915,3803832320,801603584,465256448,14632083456,1280,73601
14-04 08:44:38,14.286,0,85.714,0,0,0,0,202387,1422471,3803959296,801476608,465256448,14632083456,1280,73601
14-04 08:44:39,15.500,0.500,84,0,0,0,0,243749,1710916,3803959296,801476608,465256448,14632083456,1280,73601
14-04 08:44:40,17.822,1.238,80.941,0,0,0,36864,210085,1486043,3804094464,801341440,465256448,14632083456,1280,73601
14-04 08:44:41,11.529,0.501,87.719,0.251,0,0,16384,171540,1220727,3804078080,801349632,465264640,14632083456,1280,73601
14-04 08:44:42,14.851,0.743,84.406,0,0,0,53248,195659,1385724,3804078080,801349632,465264640,14632083456,1280,73601
14-04 08:44:43,14.322,0.503,84.925,0.251,0,0,45056,186996,1324625,3804078080,801349632,465264640,14632083456,1280,73601
14-04 08:44:44,13.819,0.503,85.678,0,0,0,16384,177743,1259339,3804073984,801349632,465264640,14632087552,1280,73601
14-04 08:44:45,14.106,0.756,85.139,0,0,0,0,201716,1425328,3804069888,801349632,465264640,14632091648,1280,73601
14-04 08:44:46,13.131,0.253,86.364,0.253,0,0,16384,153324,1078974,3804069888,801349632,465268736,14632087552,1280,73601
14-04 08:44:47,12.060,0.503,87.437,0,0,0,24576,196733,1387079,3804065792,801349632,465268736,14632091648,1280,73601
14-04 08:44:48,14.787,0.501,84.712,0,0,0,0,203537,1442829,3804065792,801349632,465268736,14632091648,1280,73601
14-04 08:44:49,14.610,0.504,84.887,0,0,0,61440,196470,1384344,3804065792,801349632,465268736,14632091648,1280,73601
14-04 08:44:50,12.723,0.763,86.514,0,0,0,20480,183350,1285411,3803934720,801476608,465268736,14632095744,1280,73601
14-04 08:44:51,13.350,0.504,86.146,0,0,0,0,188074,1320413,3803934720,801476608,465268736,14632095744,1280,73601
14-04 08:44:52,10.777,0.501,88.471,0.251,0,0,81920,167592,1185480,3803930624,801476608,465272832,14632095744,1280,73601
14-04 08:44:53,14.963,0.748,84.289,0,0,0,0,218291,1546406,3803930624,801476608,465272832,14632095744,1280,73601
14-04 08:44:54,15.578,0.251,84.171,0,0,0,0,221678,1564441,3803930624,801476608,465272832,14632095744,1280,73601
14-04 08:44:55,11.222,0.249,88.529,0,0,0,0,186138,1306037,3803930624,801476608,465272832,14632095744,1280,73601
14-04 08:44:56,12.782,1.003,86.216,0,0,0,0,154538,1096207,3803926528,801476608,465272832,14632099840,1280,73601
14-04 08:44:57,14.646,0.253,85.101,0,0,0,12288,194428,1368364,3803926528,801476608,465272832,14632099840,1280,73601
14-04 08:44:58,14.610,0.504,84.635,0.252,0,0,16384,227136,1604279,3803918336,801476608,465281024,14632099840,1280,73601
14-04 08:44:59,15.500,0.750,83.750,0,0,0,16384,216665,1528439,3803918336,801476608,465281024,14632099840,1280,73601
14-04 08:45:00,15.250,0.500,84.250,0,0,0,0,216480,1526105,3803918336,801476608,465281024,14632099840,1280,73601
14-04 08:45:01,14.467,0,85.533,0,0,0,0,230967,1630653,3803918336,801476608,465281024,14632099840,1280,73601
14-04 08:45:02,13.671,0.506,85.823,0,0,0,12288,199755,1422310,3803918336,801476608,465281024,14632099840,1280,73601
14-04 08:45:03,14.536,0.501,84.962,0,0,0,0,212707,1486134,3803918336,801476608,465281024,14632099840,1280,73601
14-04 08:45:04,16.209,0.499,83.042,0.249,0,0,40960,239103,1670589,3803914240,801476608,465285120,14632099840,1280,73601
14-04 08:45:05,16,0,84,0,0,0,0,247251,1729287,3803914240,801476608,465285120,14632099840,1280,73601
14-04 08:45:06,13.350,0.504,86.146,0,0,0,0,176170,1241570,3803914240,801476608,465285120,14632099840,1280,73601
14-04 08:45:07,12.281,0.752,86.967,0,0,0,36864,194608,1366322,3803910144,801476608,465285120,14632103936,1280,73601
14-04 08:45:08,16.169,0.498,83.333,0,0,0,0,248592,1732186,3803910144,801476608,465285120,14632103936,1280,73601
14-04 08:45:09,14.721,0.508,84.772,0,0,0,0,240202,1707215,3803901952,801476608,465285120,14632112128,1280,73601
14-04 08:45:10,15.539,1.003,83.208,0.251,0,0,53248,223166,1567421,3803901952,801468416,465289216,14632112128,1280,73601
14-04 08:45:11,13.283,0.251,86.466,0,0,0,0,181202,1282342,3803893760,801476608,465289216,14632112128,1280,73601
14-04 08:45:12,10.750,0.750,88.500,0,0,0,53248,165382,1173888,3803893760,801476608,465289216,14632112128,1280,73601
14-04 08:45:13,14.684,0,85.316,0,0,0,0,199792,1415652,3803893760,801476608,465289216,14632112128,1280,73601
14-04 08:45:14,14.861,0.504,84.635,0,0,0,0,229624,1629124,3803893760,801476608,465289216,14632112128,1280,73601
14-04 08:45:15,14.536,0.501,84.962,0,0,0,20480,179961,1278315,3803893760,801476608,465289216,14632112128,1280,73601
14-04 08:45:16,15.461,0.249,84.040,0.249,0,0,16384,206905,1446796,3803889664,801476608,465293312,14632112128,1280,73601
14-04 08:45:17,12.531,0.752,86.717,0,0,0,24576,182076,1281250,3803889664,801476608,465293312,14632112128,1280,73601
14-04 08:45:18,16.873,0.744,82.382,0,0,0,0,248910,1750699,3803889664,801476608,465293312,14632112128,1280,73601
14-04 08:45:19,16.377,0.496,82.878,0.248,0,0,53248,245071,1711663,3803889664,801476608,465293312,14632112128,1280,73601
14-04 08:45:20,13.384,0.253,86.364,0,0,0,40960,230953,1627406,3804913664,800452608,465293312,14632112128,1280,73601
14-04 08:45:21,11.839,0.252,87.909,0,0,0,0,168641,1181517,3804778496,800587776,465293312,14632112128,1280,73601
14-04 08:45:22,14.536,0.752,84.461,0.251,0,0,81920,212678,1506625,3804770304,800587776,465297408,14632116224,1280,73601
14-04 08:45:23,15.881,0.744,83.375,0,0,0,0,207281,1448442,3804168192,801189888,465297408,14632116224,1280,73601
14-04 08:45:24,12.312,0.503,87.186,0,0,0,0,176196,1241838,3804008448,801349632,465297408,14632116224,1280,73601
14-04 08:45:25,15.152,0,84.848,0,0,0,57344,218206,1544351,3804008448,801349632,465297408,14632116224,1280,73601
14-04 08:45:26,14.787,0.251,84.962,0,0,0,0,208444,1465508,3804008448,801349632,465297408,14632116224,1280,73601
14-04 08:45:27,11.899,0.253,87.848,0,0,0,0,200719,1407747,3804008448,801349632,465297408,14632116224,1280,73601
14-04 08:45:28,12.563,0.754,86.432,0.251,0,0,32768,165643,1178175,3804008448,801349632,465301504,14632112128,1280,73601
14-04 08:45:29,13.889,0.505,85.606,0,0,0,0,198054,1404702,3804004352,801349632,465301504,14632116224,1280,73601
14-04 08:45:30,13.250,0.750,86,0,0,0,16384,181597,1282554,3804004352,801349632,465301504,14632116224,1280,73601
14-04 08:45:31,12.594,0.252,87.154,0,0,0,0,176753,1241838,3804004352,801349632,465301504,14632116224,1280,73600
14-04 08:45:32,15.212,0.249,84.539,0,0,0,0,221940,1567673,3804004352,801349632,465301504,14632116224,1280,73600
14-04 08:45:33,15.539,0.501,83.960,0,0,0,12288,240329,1689714,3804004352,801349632,465301504,14632116224,1280,73600
14-04 08:45:34,14.787,0.501,84.461,0.251,0,0,40960,204887,1429154,3804000256,801349632,465301504,14632120320,1280,73600
14-04 08:45:35,13.854,0.252,85.894,0,0,0,0,197269,1401361,3804000256,801349632,465301504,14632120320,1280,73600
14-04 08:45:36,14.464,0.499,85.037,0,0,0,0,203186,1427164,3804000256,801349632,465301504,14632120320,1280,73600
14-04 08:45:37,16.209,0.998,82.793,0,0,0,40960,220094,1545237,3804835840,800514048,465301504,14632120320,1312,73600
14-04 08:45:38,12.814,0.754,86.432,0,0,0,57344,174425,1224069,3805011968,800333824,465301504,14632124416,1312,73600
14-04 08:45:39,14.070,0.251,85.678,0,0,0,0,191379,1343896,3805011968,800333824,465301504,14632124416,1312,73600
14-04 08:45:40,13.965,0.998,84.788,0.249,0,0,53248,209090,1467349,3803877376,801468416,465301504,14632124416,1280,73606
14-04 08:45:41,13.283,0.501,86.216,0,0,0,0,165034,1179191,3803869184,801476608,465301504,14632124416,1280,73600
14-04 08:45:42,13.317,0.503,86.181,0,0,0,0,163170,1160552,3803869184,801476608,465301504,14632124416,1280,73600
14-04 08:45:43,15.250,0.500,84.250,0,0,0,0,259737,1832220,3803869184,801476608,465301504,14632124416,1280,73600
14-04 08:45:44,14.573,0.754,84.673,0,0,0,0,219146,1544083,3803869184,801476608,465301504,14632124416,1280,73600
14-04 08:45:45,12.814,0.754,86.432,0,0,0,0,189698,1323538,3803865088,801476608,465301504,14632128512,1280,73600
14-04 08:45:46,16.418,0.498,82.836,0.249,0,0,69632,235464,1648998,3803865088,801476608,465301504,14632128512,1280,73600
14-04 08:45:47,14.322,0.251,85.427,0,0,0,0,213624,1506638,3803865088,801476608,465301504,14632128512,1280,73600
14-04 08:45:48,13.889,0,86.111,0,0,0,0,201292,1425102,3803865088,801476608,465301504,14632128512,1280,73600
14-04 08:45:49,16.708,0.499,82.793,0,0,0,0,238290,1669356,3803865088,801476608,465301504,14632128512,1280,73600
14-04 08:45:50,14.141,0.505,85.354,0,0,0,20480,207099,1466919,3804499968,800841728,465301504,14632128512,1280,73600
14-04 08:45:51,13.418,0.253,86.329,0,0,0,12288,212405,1487848,3804499968,800841728,465301504,14632128512,1280,73600
14-04 08:45:52,14.106,0.504,85.139,0.252,0,0,94208,228044,1606311,3804499968,800841728,465301504,14632128512,1280,73600
14-04 08:45:53,12.814,0.754,86.432,0,0,0,0,172362,1222233,3804495872,800841728,465301504,14632132608,1280,73600
14-04 08:45:54,12.374,0.505,87.121,0,0,0,0,169654,1184105,3804495872,800841728,465301504,14632132608,1280,73600
14-04 08:45:55,12.782,1.003,85.965,0.251,0,0,57344,222922,1566329,3804495872,800841728,465301504,14632132608,1280,73600
14-04 08:45:56,13.819,0.754,85.427,0,0,0,4096,201646,1422203,3804495872,800841728,465301504,14632132608,1280,73600
14-04 08:45:57,11.779,0.501,87.719,0,0,0,12288,167090,1164464,3804495872,800841728,465301504,14632132608,1280,73600
14-04 08:45:58,11.899,0.253,87.595,0.253,0,0,16384,176343,1240783,3804495872,800841728,465305600,14632128512,1280,73600
14-04 08:45:59,15.960,0.748,83.292,0,0,0,0,237336,1669356,3804487680,800841728,465305600,14632136704,1280,73600
14-04 08:46:00,14.536,0.752,84.712,0,0,0,0,235432,1666499,3804487680,800841728,465305600,14632136704,1280,73600
14-04 08:46:01,13.534,0.752,85.714,0,0,0,65536,168132,1180764,3804487680,800841728,465305600,14632136704,1280,73600
14-04 08:46:02,13.636,0.253,86.111,0,0,0,0,191139,1343467,3804487680,800841728,465305600,14632136704,1280,73600
14-04 08:46:03,15.038,0.501,84.211,0.251,0,0,28672,235944,1649040,3804483584,800841728,465313792,14632132608,1280,73600
14-04 08:46:04,15.327,0.251,84.422,0,0,0,0,237526,1653269,3804479488,800841728,465313792,14632136704,1280,73600
14-04 08:46:05,15.789,0.501,83.709,0,0,0,20480,233932,1665353,3804479488,800841728,465313792,14632136704,1280,73600
14-04 08:46:06,14.963,0.249,84.788,0,0,0,0,216218,1529707,3804479488,800841728,465313792,14632136704,1280,73600
14-04 08:46:07,13.784,0.752,85.464,0,0,0,4096,195443,1385269,3804479488,800841728,465313792,14632136704,1280,73600
14-04 08:46:08,13.165,0.759,85.823,0.253,0,0,69632,186698,1320503,3804475392,800841728,465313792,14632140800,1280,73600
14-04 08:46:09,14.106,0.504,85.390,0,0,0,0,207002,1448275,3804475392,800841728,465313792,14632140800,1280,73600
14-04 08:46:10,15.174,0.995,83.831,0,0,0,36864,179814,1262196,3804585984,800731136,465313792,14632140800,1280,73606
14-04 08:46:11,14.394,0,85.606,0,0,0,0,199200,1404702,3804094464,801222656,465313792,14632140800,1280,73600
14-04 08:46:12,14.824,0.503,84.673,0,0,0,0,234157,1648837,3804094464,801222656,465313792,14632140800,1280,73600
14-04 08:46:13,13.033,0.251,86.466,0.251,0,0,49152,173489,1218891,3804094464,801222656,465313792,14632140800,1280,73600
14-04 08:46:14,12.879,0.253,86.616,0.253,0,0,16384,174938,1224337,3804086272,801222656,465321984,14632140800,1280,73600
14-04 08:46:15,14.106,0.504,85.390,0,0,0,0,241476,1689714,3804086272,801222656,465321984,14632140800,1280,73600
14-04 08:46:16,14.787,0.501,84.712,0,0,0,0,240015,1689446,3804086272,801222656,465321984,14632140800,1280,73600
14-04 08:46:17,14.358,0.252,85.390,0,0,0,0,192510,1361504,3804086272,801222656,465321984,14632140800,1280,73600
14-04 08:46:18,14.322,0.251,85.427,0,0,0,0,179213,1263040,3804086272,801222656,465321984,14632140800,1280,73600
14-04 08:46:19,14.358,0.756,84.635,0.252,0,0,16384,233662,1647797,3804078080,801222656,465330176,14632140800,1280,73600
14-04 08:46:20,15.539,0.501,83.960,0,0,0,40960,199559,1407916,3805089792,800206848,465330176,14632144896,1280,73600
14-04 08:46:21,15.672,0.746,83.582,0,0,0,0,216440,1543994,3805089792,800206848,465330176,14632144896,1280,73600
14-04 08:46:22,15.113,0.504,84.383,0,0,0,36864,217302,1511475,3805089792,800206848,465330176,14632144896,1280,73600
14-04 08:46:23,13.098,1.008,85.894,0,0,0,0,187132,1322593,3804958720,800333824,465330176,14632148992,1280,73600
14-04 08:46:24,15.385,0.744,83.623,0.248,0,0,49152,218214,1547208,3804946432,800333824,465338368,14632153088,1280,73600
14-04 08:46:25,11.809,0.503,87.688,0,0,0,0,167160,1180764,3804946432,800333824,465338368,14632153088,1280,73600
14-04 08:46:26,11.335,0.504,88.161,0,0,0,0,161566,1157549,3804946432,800333824,465338368,14632153088,1280,73600
14-04 08:46:27,12.405,0.759,86.835,0,0,0,40960,162563,1140908,3804946432,800333824,465338368,14632153088,1280,73600
14-04 08:46:28,12.658,0.253,87.089,0,0,0,0,170826,1200369,3804946432,800333824,465338368,14632153088,1280,73600
14-04 08:46:29,14.286,0.501,84.962,0.251,0,0,16384,200478,1404702,3804942336,800333824,465342464,14632153088,1280,73600
14-04 08:46:30,13.065,0.503,86.432,0,0,0,0,213323,1488723,3804942336,800333824,465342464,14632153088,1280,73600
14-04 08:46:31,12.500,0.250,87,0.250,0,0,57344,191729,1361129,3804942336,800333824,465342464,14632153088,1280,73600
14-04 08:46:32,12.121,0.505,87.374,0,0,0,0,160922,1123808,3804942336,800333824,465342464,14632153088,1280,73600
14-04 08:46:33,12.531,0.752,86.717,0,0,0,12288,182303,1278853,3804942336,800333824,465342464,14632153088,1280,73600
14-04 08:46:34,13.602,0.504,85.642,0.252,0,0,16384,178390,1261928,3804934144,800333824,465350656,14632153088,1280,73600
14-04 08:46:35,14.214,0.249,85.536,0,0,0,0,217411,1510854,3804934144,800333824,465350656,14632153088,1280,73600
14-04 08:46:36,11.839,0.252,87.909,0,0,0,16384,161554,1138811,3804934144,800333824,465350656,14632153088,1280,73600
14-04 08:46:37,13.784,0.251,85.965,0,0,0,61440,158797,1120347,3804934144,800333824,465350656,14632153088,1280,73600
14-04 08:46:38,13.098,0.252,86.650,0,0,0,0,141892,997852,3804930048,800333824,465350656,14632157184,1280,73600
14-04 08:46:39,15.750,0.250,83.750,0.250,0,0,32768,239149,1689446,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:40,17.079,0.743,82.178,0,0,0,0,253678,1792616,3812425728,792834048,465354752,14632157184,1280,73606
14-04 08:46:41,15.152,0.253,84.596,0,0,0,36864,211120,1485022,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:42,13.165,0.506,86.329,0,0,0,57344,208375,1463294,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:43,14.141,0.505,85.354,0,0,0,0,198583,1386933,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:44,16.169,0.249,83.333,0.249,0,0,16384,252186,1771146,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:45,12.030,0.752,87.218,0,0,0,0,161203,1137459,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:46,12.563,0.503,86.935,0,0,0,0,183139,1282409,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:47,12,0.750,87.250,0,0,0,0,170408,1183644,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:48,15.327,0.251,84.422,0,0,0,12288,207141,1445686,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:49,14.646,0.505,84.848,0,0,0,0,213730,1523993,3804925952,800333824,465354752,14632157184,1280,73600
14-04 08:46:50,14.286,0.752,84.712,0.251,0,0,36864,195700,1386844,3805044736,800206848,465358848,14632161280,1280,73600
14-04 08:46:51,11.364,0.505,88.131,0,0,0,0,180774,1264126,3805044736,800206848,465358848,14632161280,1280,73600
14-04 08:46:52,14.750,0.250,85,0,0,0,4096,197678,1402392,3805044736,800206848,465358848,14632161280,1280,73600
14-04 08:46:53,14.963,0.499,84.539,0,0,0,32768,188478,1324625,3805040640,800206848,465358848,14632165376,1280,73600
14-04 08:46:54,13.636,0,86.364,0,0,0,0,188271,1323538,3805040640,800206848,465358848,14632165376,1280,73600
14-04 08:46:55,13.010,0.510,86.480,0,0,0,0,212914,1503635,3805040640,800206848,465358848,14632165376,1280,73600
14-04 08:46:56,14.713,0.249,84.788,0.249,0,0,45056,214750,1526582,3805036544,800206848,465358848,14632169472,1280,73600
14-04 08:46:57,15.789,0.251,83.960,0,0,0,0,205686,1445525,3805036544,800206848,465358848,14632169472,1280,73600
14-04 08:46:58,14.428,0.498,85.075,0,0,0,0,201331,1404970,3805036544,800206848,465358848,14632169472,1280,73600
14-04 08:46:59,14.322,0.503,85.176,0,0,0,0,195062,1366843,3805036544,800206848,465358848,14632169472,1280,73600
14-04 08:47:00,13.350,0.756,85.894,0,0,0,0,192950,1362718,3805036544,800206848,465358848,14632169472,1280,73600
14-04 08:47:01,14.610,0.252,85.139,0,0,0,0,237572,1667767,3805036544,800206848,465358848,14632169472,1280,73600
14-04 08:47:02,13.250,0.500,86,0.250,0,0,40960,157527,1102296,3805032448,800206848,465362944,14632169472,1280,73600
14-04 08:47:03,13.602,0.252,86.146,0,0,0,0,166071,1161643,3805032448,800206848,465362944,14632169472,1280,73600
14-04 08:47:04,14,0.500,85.500,0,0,0,0,219990,1545703,3805032448,800206848,465362944,14632169472,1280,73600
14-04 08:47:05,13.671,0.253,86.076,0,0,0,0,191826,1363986,3805032448,800206848,465362944,14632169472,1280,73600
14-04 08:47:06,13.317,0.503,86.181,0,0,0,0,185593,1320681,3805032448,800206848,465362944,14632169472,1280,73600
14-04 08:47:07,13.534,0.501,85.714,0.251,0,0,65536,158069,1120615,3805032448,800206848,465362944,14632169472,1280,73600
14-04 08:47:08,13.568,0.503,85.678,0.251,0,0,73728,207886,1468365,3805024256,800206848,465371136,14632169472,1280,73600
14-04 08:47:09,13.568,0.754,85.678,0,0,0,0,186493,1320681,3805024256,800206848,465371136,14632169472,1280,73600
14-04 08:47:10,15.075,0.754,84.171,0,0,0,0,229858,1628372,3806429184,798801920,465371136,14632169472,1280,73605
14-04 08:47:11,15.461,0.499,84.040,0,0,0,36864,171670,1204247,3804643328,800587776,465371136,14632169472,1280,73600
14-04 08:47:12,11.869,0.758,87.374,0,0,0,0,212665,1487387,3804639232,800587776,465371136,14632173568,1280,73600
14-04 08:47:13,14.677,0.746,84.577,0,0,0,110592,196047,1380383,3804639232,800587776,465371136,14632173568,1280,73600
14-04 08:47:14,12.879,0.505,86.364,0.253,0,0,16384,148058,1039310,3804631040,800587776,465379328,14632173568,1280,73600
14-04 08:47:15,12.814,0.503,86.683,0,0,0,0,201664,1424008,3804626944,800587776,465379328,14632177664,1280,73600
14-04 08:47:16,14.610,0.252,85.139,0,0,0,0,216530,1509349,3804626944,800587776,465379328,14632177664,1280,73600
14-04 08:47:17,15.288,0.251,84.461,0,0,0,0,222530,1584906,3804626944,800587776,465379328,14632177664,1280,73600
14-04 08:47:18,14.322,0.754,84.925,0,0,0,12288,194179,1364296,3804626944,800587776,465379328,14632177664,1280,73600
14-04 08:47:19,13.350,0.756,85.642,0.252,0,0,16384,184044,1302912,3804622848,800587776,465383424,14632177664,1280,73600
14-04 08:47:20,14.573,0.251,85.176,0,0,0,40960,228966,1608282,3804749824,800460800,465383424,14632177664,1280,73600
14-04 08:47:21,14.500,0.250,85.250,0,0,0,0,210060,1486134,3804749824,800460800,465383424,14632177664,1280,73600
14-04 08:47:22,12.091,0.504,87.406,0,0,0,4096,158136,1104130,3804749824,800460800,465383424,14632177664,1280,73600
14-04 08:47:23,12.060,0.503,87.186,0.251,0,0,32768,173717,1237825,3804622848,800587776,465383424,14632177664,1280,73600
14-04 08:47:24,12.405,0.506,87.089,0,0,0,49152,156391,1102189,3804618752,800587776,465387520,14632177664,1280,73600
14-04 08:47:25,13.930,0.249,85.821,0,0,0,0,167682,1179764,3804618752,800587776,465387520,14632177664,1280,73600
14-04 08:47:26,14.286,0.501,85.213,0,0,0,0,168775,1199533,3804618752,800587776,465387520,14632177664,1280,73600
