"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_2_run.csv",,,,"Date:","14 Apr 2020 09:17:27 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 09:24:14,15.038,0.251,84.461,0.251,0,0,61440,144926,1018400,3803557888,797544448,467255296,14632943616,1280,73602
14-04 09:24:15,13.500,1,85.500,0,0,0,0,154960,1080741,3803557888,797544448,467255296,14632943616,1280,73602
14-04 09:24:16,13.198,0.508,86.041,0.254,0,0,57344,123116,874587,3803549696,797544448,467263488,14632943616,1280,73602
14-04 09:24:17,14.177,0.506,85.316,0,0,0,0,129742,913805,3803549696,797544448,467263488,14632943616,1280,73602
14-04 09:24:18,14.250,1,84.750,0,0,0,0,131586,917794,3803549696,797544448,467263488,14632943616,1280,73602
14-04 09:24:19,14.467,0.508,85.025,0,0,0,0,202207,1407020,3803549696,797544448,467263488,14632943616,1280,73602
14-04 09:24:20,15,1.250,83.750,0,0,0,0,223311,1565201,3803549696,797544448,467263488,14632943616,1280,73602
14-04 09:24:21,14.322,0.503,85.176,0,0,0,0,213824,1487137,3803549696,797544448,467263488,14632943616,1280,73602
14-04 09:24:22,14.573,0.503,84.673,0.251,0,0,45056,213056,1469504,3803549696,797544448,467267584,14632939520,1280,73602
14-04 09:24:23,13.131,0.758,86.111,0,0,0,0,205093,1425927,3803164672,797925376,467267584,14632943616,1280,73602
14-04 09:24:24,15.789,0.251,83.960,0,0,0,4096,241734,1688551,3803164672,797925376,467267584,14632943616,1280,73602
14-04 09:24:25,14.286,0.251,85.464,0,0,0,0,196427,1367518,3803164672,797925376,467267584,14632943616,1280,73602
14-04 09:24:26,13.819,0.251,85.930,0,0,0,0,192945,1361794,3803164672,797925376,467267584,14632943616,1280,73602
14-04 09:24:27,14.610,0.252,84.887,0.252,0,0,61440,195651,1364763,3803729920,797356032,467271680,14632943616,1280,73602
14-04 09:24:28,13.671,0,86.329,0,0,0,90112,215859,1510094,3803668480,797417472,467271680,14632943616,1280,73602
14-04 09:24:29,14.070,0.251,85.678,0,0,0,0,210870,1466538,3803668480,797417472,467271680,14632943616,1280,73602
14-04 09:24:30,13.317,0.503,86.181,0,0,0,0,163271,1158114,3803668480,797417472,467271680,14632943616,1280,73602
14-04 09:24:31,12.250,0.750,87,0,0,0,0,184461,1303279,3803664384,797417472,467271680,14632947712,1280,73602
14-04 09:24:32,13.930,0.746,84.826,0.498,0,0,49152,224291,1552579,3803664384,797417472,467271680,14632947712,1280,73603
14-04 09:24:33,13.636,0.758,85.606,0,0,0,12288,208756,1465259,3803660288,797417472,467271680,14632951808,1280,73603
14-04 09:24:34,13.098,0.504,86.398,0,0,0,0,174370,1221807,3803660288,797417472,467271680,14632951808,1280,73603
14-04 09:24:35,15.829,0.251,83.920,0,0,0,0,212922,1487137,3803656192,797417472,467271680,14632955904,1280,73603
14-04 09:24:36,12.030,0.251,87.719,0,0,0,0,172100,1201712,3803656192,797417472,467271680,14632955904,1280,73603
14-04 09:24:37,12.658,0.759,86.329,0.253,0,0,16384,169711,1198957,3803652096,797417472,467275776,14632955904,1280,73603
14-04 09:24:38,12.750,0.750,86.500,0,0,0,12288,185232,1286046,3803652096,797417472,467275776,14632955904,1280,73603
14-04 09:24:39,14.677,0.995,84.328,0,0,0,4096,198638,1385658,3803652096,797417472,467275776,14632955904,1280,73603
14-04 09:24:40,14.536,0.251,85.213,0,0,0,0,196661,1382034,3803652096,797417472,467275776,14632955904,1280,73603
14-04 09:24:41,15.288,0.251,84.461,0,0,0,0,196860,1367791,3803652096,797417472,467275776,14632955904,1280,73603
14-04 09:24:42,14.787,1.253,83.960,0,0,0,106496,178191,1242555,3803779072,797290496,467275776,14632955904,1280,73603
14-04 09:24:43,14.214,0.249,85.287,0.249,0,0,16384,162488,1140698,3803779072,797290496,467275776,14632955904,1280,73603
14-04 09:24:44,15.038,0.251,84.712,0,0,0,0,184230,1283937,3803779072,797290496,467275776,14632955904,1280,73603
14-04 09:24:45,12.531,0.501,86.967,0,0,0,0,184818,1282431,3803779072,797290496,467275776,14632955904,1280,73603
14-04 09:24:46,12.500,0.500,87,0,0,0,0,168434,1181071,3803779072,797290496,467275776,14632955904,1280,73603
14-04 09:24:47,12.718,0.499,86.534,0.249,0,0,61440,168872,1198957,3803779072,797290496,467275776,14632955904,1280,73603
14-04 09:24:48,12.405,0.506,87.089,0,0,0,16384,162476,1140881,3803770880,797290496,467279872,14632960000,1280,73603
14-04 09:24:49,13.959,0.508,85.533,0,0,0,0,229031,1589938,3803770880,797290496,467279872,14632960000,1280,73603
14-04 09:24:50,14.250,0.500,85.250,0,0,0,0,196898,1385379,3803770880,797290496,467279872,14632960000,1280,73603
14-04 09:24:51,12.152,0.506,87.342,0,0,0,0,151318,1060136,3803770880,797290496,467279872,14632960000,1280,73603
14-04 09:24:52,14.035,0.501,85.464,0,0,0,0,205932,1445274,3803770880,797290496,467279872,14632960000,1280,73603
14-04 09:24:53,14.787,0.501,84.211,0.501,0,0,28672,268534,1872267,3803766784,797290496,467283968,14632960000,1280,73603
14-04 09:24:54,15.657,0.253,84.091,0,0,0,4096,256022,1795752,3803766784,797290496,467283968,14632960000,1280,73603
14-04 09:24:55,14.573,0.503,84.925,0,0,0,0,224138,1565516,3803762688,797290496,467283968,14632964096,1280,73603
14-04 09:24:56,15.711,0,84.289,0,0,0,0,223956,1551103,3803762688,797290496,467283968,14632964096,1280,73603
14-04 09:24:57,15.113,0.504,84.383,0,0,0,61440,217440,1524572,3803635712,797417472,467283968,14632964096,1280,73603
14-04 09:24:58,13.250,0.250,86.500,0,0,0,98304,179766,1245583,3803631616,797417472,467288064,14632964096,1280,73603
14-04 09:24:59,14.861,0.252,84.887,0,0,0,0,235085,1646946,3803631616,797417472,467288064,14632964096,1280,73603
14-04 09:25:00,14.394,0.253,85.354,0,0,0,0,212038,1486864,3803631616,797417472,467288064,14632964096,1280,73603
14-04 09:25:01,13.033,0.501,86.466,0,0,0,0,173409,1204574,3803631616,797417472,467288064,14632964096,1280,73603
14-04 09:25:02,12.469,0.499,87.032,0,0,0,0,164601,1159273,3803631616,797417472,467288064,14632964096,1280,73603
14-04 09:25:03,13.682,0.995,85.075,0.249,0,0,16384,179309,1261491,3803627520,797417472,467292160,14632964096,1280,73603
14-04 09:25:04,12.030,0.501,87.469,0,0,0,61440,175897,1222353,3803627520,797417472,467292160,14632964096,1280,73603
14-04 09:25:05,12.846,0.504,86.650,0,0,0,0,184189,1286046,3803627520,797417472,467292160,14632964096,1280,73603
14-04 09:25:06,13.671,0.253,86.076,0,0,0,0,220761,1545106,3803627520,797417472,467292160,14632964096,1280,73603
14-04 09:25:07,11.809,0.503,87.688,0,0,0,12288,183409,1283188,3803619328,797417472,467296256,14632968192,1280,73603
14-04 09:25:08,12.723,0,87.277,0,0,0,0,175138,1222225,3803619328,797417472,467296256,14632968192,1280,73603
14-04 09:25:09,13.466,0.748,85.536,0.249,0,0,20480,164984,1144249,3803615232,797417472,467300352,14632968192,1280,73603
14-04 09:25:10,15.212,0.249,84.539,0,0,0,0,203984,1424132,3803615232,797417472,467300352,14632968192,1280,73603
14-04 09:25:11,15.075,0,84.925,0,0,0,0,218749,1526366,3803611136,797417472,467300352,14632972288,1280,73603
14-04 09:25:12,14.250,1,84.750,0,0,0,98304,170036,1184040,3803484160,797544448,467300352,14632972288,1248,73603
14-04 09:25:13,13.250,1,85.750,0,0,0,0,190306,1324946,3803484160,797544448,467300352,14632972288,1248,73603
14-04 09:25:14,14.358,0.756,84.887,0,0,0,12288,248905,1748033,3803484160,797544448,467300352,14632972288,1248,73603
14-04 09:25:15,11.750,0.750,87,0.500,0,0,16384,170175,1183933,3803484160,797544448,467300352,14632972288,1248,73603
14-04 09:25:16,11.940,0.498,87.562,0,0,0,0,162819,1138019,3803484160,797544448,467300352,14632972288,1248,73603
14-04 09:25:17,12.755,0.255,86.990,0,0,0,24576,194350,1347154,3803484160,797544448,467300352,14632972288,1248,73603
14-04 09:25:18,13.500,0.500,86,0,0,0,49152,231955,1629585,3803484160,797544448,467300352,14632972288,1248,73603
14-04 09:25:19,14.824,0.251,84.925,0,0,0,0,232183,1626668,3803484160,797544448,467300352,14632972288,1248,73603
14-04 09:25:20,13,0.500,86.250,0.250,0,0,16384,171331,1204301,3803475968,797544448,467304448,14632976384,1248,73603
14-04 09:25:21,14.713,0.748,84.539,0,0,0,0,194528,1382162,3803475968,797544448,467304448,14632976384,1248,73603
14-04 09:25:22,12.374,0.505,87.121,0,0,0,12288,158311,1103114,3803475968,797544448,467304448,14632976384,1248,73603
14-04 09:25:23,15,0.750,84.250,0,0,0,0,207521,1447350,3802968064,798052352,467304448,14632976384,1248,73603
14-04 09:25:24,13.568,0.503,85.930,0,0,0,4096,190052,1325217,3802968064,798052352,467304448,14632976384,1248,73603
14-04 09:25:25,14.684,0.506,84.810,0,0,0,0,238386,1686109,3802968064,798052352,467304448,14632976384,1248,73603
14-04 09:25:26,13.636,0.505,85.354,0.505,0,0,16384,207863,1447271,3802968064,798052352,467304448,14632976384,1248,73603
14-04 09:25:27,12.374,1.010,86.616,0,0,0,49152,186979,1305016,3802963968,798052352,467304448,14632980480,1248,73603
14-04 09:25:28,13.602,0.756,85.642,0,0,0,16384,205701,1443628,3802963968,798052352,467304448,14632980480,1248,73603
14-04 09:25:29,15.960,0.499,83.541,0,0,0,0,238807,1652670,3802963968,798052352,467304448,14632980480,1248,73603
14-04 09:25:30,13.682,0.746,85.572,0,0,0,0,160723,1137746,3802963968,798052352,467304448,14632980480,1248,73603
14-04 09:25:31,14.861,0.252,84.635,0.252,0,0,65536,234784,1652308,3802959872,798052352,467308544,14632980480,1248,73603
14-04 09:25:32,11.529,0.251,88.221,0,0,0,12288,157704,1117847,3802959872,798052352,467308544,14632980480,1248,73603
14-04 09:25:33,13.500,0.750,85.750,0,0,0,0,157182,1102734,3802959872,798052352,467308544,14632980480,1248,73603
14-04 09:25:34,14.646,0.505,84.848,0,0,0,0,213956,1507232,3802959872,798052352,467308544,14632980480,1248,73603
14-04 09:25:35,10.859,0.253,88.889,0,0,0,0,186151,1321058,3802959872,798052352,467308544,14632980480,1248,73603
14-04 09:25:36,13.283,0.501,85.965,0.251,0,0,16384,197889,1385024,3802959872,798052352,467308544,14632980480,1248,73603
14-04 09:25:37,13.784,0.501,85.714,0,0,0,12288,198014,1385131,3802959872,798052352,467308544,14632980480,1248,73603
14-04 09:25:38,10.526,1.003,88.471,0,0,0,0,179796,1262543,3802959872,798052352,467308544,14632980480,1248,73603
14-04 09:25:39,15.212,0.998,83.541,0.249,0,0,40960,202169,1409033,3804049408,796930048,467308544,14633013248,1280,73603
14-04 09:25:40,13.750,0.250,86,0,0,0,0,187079,1321186,3804049408,796930048,467308544,14633013248,1280,73603
14-04 09:25:41,13.534,0.752,85.714,0,0,0,16384,189876,1324065,3803971584,797036544,467312640,14632980480,1280,73603
14-04 09:25:42,14.286,0.752,84.962,0,0,0,94208,177796,1245459,3803332608,797671424,467312640,14632984576,1280,73603
14-04 09:25:43,11.616,0.505,87.879,0,0,0,0,158806,1120282,3803459584,797544448,467312640,14632984576,1280,73603
14-04 09:25:44,13.965,0.748,85.287,0,0,0,61440,184996,1303552,3803459584,797544448,467312640,14632984576,1280,73603
14-04 09:25:45,12.563,0.503,86.935,0,0,0,0,161166,1137473,3803459584,797544448,467312640,14632984576,1280,73603
14-04 09:25:46,14.070,0.503,85.176,0.251,0,0,16384,203058,1408254,3803459584,797544448,467312640,14632984576,1280,73603
14-04 09:25:47,13.250,0.500,86,0.250,0,0,12288,181653,1263196,3803451392,797544448,467312640,14632992768,1280,73603
14-04 09:25:48,14.861,0.252,84.887,0,0,0,0,204517,1443266,3803451392,797544448,467312640,14632992768,1280,73603
14-04 09:25:49,15.288,0.752,83.960,0,0,0,0,241305,1672765,3803451392,797544448,467312640,14632992768,1280,73603
14-04 09:25:50,13,0.750,86.250,0,0,0,12288,159172,1120240,3803451392,797544448,467312640,14632992768,1280,73603
14-04 09:25:51,12.437,0.508,87.056,0,0,0,0,183739,1280595,3803451392,797544448,467312640,14632992768,1280,73603
14-04 09:25:52,14.610,0.252,84.887,0.252,0,0,40960,221488,1550937,3803443200,797544448,467320832,14632992768,1280,73603
14-04 09:25:53,12.405,0.506,87.089,0,0,0,0,186142,1303552,3803443200,797544448,467320832,14632992768,1280,73603
14-04 09:25:54,13.384,0.253,86.364,0,0,0,53248,209990,1484781,3803443200,797544448,467320832,14632992768,1280,73603
14-04 09:25:55,14.536,0.752,84.712,0,0,0,0,206374,1447180,3803443200,797544448,467320832,14632992768,1280,73603
14-04 09:25:56,14.141,0.505,85.354,0,0,0,0,187707,1305362,3803443200,797544448,467320832,14632992768,1280,73603
14-04 09:25:57,14.536,0.752,84.461,0.251,0,0,86016,201864,1405316,3803447296,797532160,467329024,14632992768,1280,73603
14-04 09:25:58,14.536,0.251,85.213,0,0,0,0,178210,1242448,3803430912,797544448,467329024,14632996864,1280,73603
14-04 09:25:59,16.121,0.252,83.627,0,0,0,16384,249523,1731408,3803430912,797544448,467329024,14632996864,1280,73603
14-04 09:26:00,15.113,0.504,84.383,0,0,0,0,246629,1711057,3803430912,797544448,467329024,14632996864,1280,73603
14-04 09:26:01,14.573,0.251,85.176,0,0,0,0,225438,1568063,3803430912,797544448,467329024,14632996864,1280,73603
14-04 09:26:02,14.430,0.253,85.063,0.253,0,0,73728,226811,1585949,3803422720,797544448,467337216,14632996864,1280,73603
14-04 09:26:03,13.965,0.499,85.287,0.249,0,0,12288,194830,1348996,3803422720,797544448,467337216,14632996864,1280,73603
14-04 09:26:04,12.121,0.253,87.626,0,0,0,0,178866,1261243,3803422720,797544448,467337216,14632996864,1280,73603
14-04 09:26:05,15.075,0.251,84.673,0,0,0,0,217060,1527327,3803422720,797544448,467337216,14632996864,1280,73603
14-04 09:26:06,13.198,0.508,86.294,0,0,0,0,212639,1484275,3803422720,797544448,467337216,14632996864,1280,73603
14-04 09:26:07,12.091,0.252,87.657,0,0,0,0,170431,1201588,3803422720,797544448,467337216,14632996864,1280,73603
14-04 09:26:08,14.610,0.504,84.635,0.252,0,0,28672,226541,1569843,3803418624,797544448,467341312,14632996864,1280,73603
14-04 09:26:09,13.889,0,86.111,0,0,0,4096,210101,1466041,3803418624,797544448,467341312,14632996864,1280,73603
14-04 09:26:10,15.789,0.251,83.960,0,0,0,0,237519,1669903,3803414528,797544448,467341312,14633000960,1280,73603
14-04 09:26:11,15.461,0.499,84.040,0,0,0,0,221138,1530735,3803414528,797544448,467341312,14633000960,1280,73603
14-04 09:26:12,16.962,0.253,82.785,0,0,0,36864,243583,1728252,3803033600,797925376,467341312,14633000960,1280,73603
14-04 09:26:13,12.594,0.504,86.902,0,0,0,57344,174812,1225215,3803160576,797798400,467341312,14633000960,1280,73603
14-04 09:26:14,15.038,0.752,83.960,0.251,0,0,16384,210971,1485054,3803160576,797798400,467345408,14632996864,1280,73603
14-04 09:26:15,13.965,0.748,85.287,0,0,0,0,206088,1428807,3803156480,797798400,467345408,14633000960,1280,73603
14-04 09:26:16,14.750,0.250,85,0,0,0,0,200403,1404155,3803156480,797798400,467345408,14633000960,1280,73603
14-04 09:26:17,14.824,0.754,84.422,0,0,0,0,238375,1687555,3803156480,797798400,467345408,14633000960,1280,73603
14-04 09:26:18,14.610,0.252,85.139,0,0,0,0,176363,1242763,3803156480,797798400,467345408,14633000960,1280,73603
14-04 09:26:19,15.500,0.750,83.750,0,0,0,0,233877,1633357,3803152384,797798400,467345408,14633005056,1280,73603
14-04 09:26:20,13.384,0.505,85.859,0.253,0,0,16384,195328,1364354,3803148288,797798400,467349504,14633005056,1280,73603
14-04 09:26:21,12.214,0.254,87.532,0,0,0,0,198066,1383998,3803148288,797798400,467349504,14633005056,1280,73603
14-04 09:26:22,13.602,0.504,85.894,0,0,0,12288,184738,1283564,3803148288,797798400,467349504,14633005056,1280,73603
14-04 09:26:23,13.602,1.008,85.390,0,0,0,57344,193729,1364823,3802890240,798052352,467349504,14633009152,1280,73603
14-04 09:26:24,13.098,0.252,86.650,0,0,0,4096,181012,1281101,3802890240,798052352,467349504,14633009152,1280,73603
14-04 09:26:25,13.568,0.503,85.930,0,0,0,0,158113,1102734,3802890240,798052352,467349504,14633009152,1280,73603
14-04 09:26:26,13.131,0.253,86.364,0.253,0,0,16384,174741,1239586,3802890240,798052352,467353600,14633005056,1280,73603
14-04 09:26:27,14.963,0.499,84.539,0,0,0,61440,217901,1507378,3802886144,798052352,467353600,14633009152,1280,73603
14-04 09:26:28,13.750,0.500,85.750,0,0,0,0,202547,1406626,3802886144,798052352,467353600,14633009152,1280,73603
14-04 09:26:29,14.677,0.746,84.577,0,0,0,0,185117,1285958,3802882048,798052352,467353600,14633013248,1280,73603
14-04 09:26:30,11.587,0.252,87.909,0.252,0,0,40960,175739,1238167,3802882048,798052352,467353600,14633013248,1280,73603
14-04 09:26:31,11.779,0.251,87.970,0,0,0,0,170060,1184479,3802882048,798052352,467353600,14633013248,1280,73603
14-04 09:26:32,12.312,0.503,86.935,0.251,0,0,86016,171462,1201627,3802882048,798052352,467353600,14633013248,1280,73603
14-04 09:26:33,12.563,0.754,86.683,0,0,0,0,190693,1341468,3802882048,798052352,467353600,14633013248,1280,73603
14-04 09:26:34,12.152,0.506,87.342,0,0,0,0,169648,1184206,3802882048,798052352,467353600,14633013248,1280,73603
14-04 09:26:35,14.428,0.498,85.075,0,0,0,0,213108,1487137,3802877952,798052352,467353600,14633017344,1280,73603
14-04 09:26:36,14.464,0.748,84.788,0,0,0,0,183882,1283184,3802877952,798052352,467353600,14633017344,1280,73603
14-04 09:26:37,11.869,0.253,87.879,0,0,0,0,167842,1178483,3802877952,798052352,467353600,14633017344,1280,73603
14-04 09:26:38,13.636,0.505,85.606,0.253,0,0,28672,174083,1221994,3802877952,798052352,467353600,14633017344,1280,73603
14-04 09:26:39,12.879,1.010,86.111,0,0,0,4096,200685,1388938,3802877952,798052352,467353600,14633017344,1280,73603
14-04 09:26:40,14.177,0.253,85.570,0,0,0,0,204355,1443266,3802877952,798052352,467353600,14633017344,1280,73603
14-04 09:26:41,15.500,0.250,84.250,0,0,0,0,252397,1772016,3802877952,798052352,467353600,14633017344,1280,73603
14-04 09:26:42,17.085,0.754,82.161,0,0,0,36864,237923,1652543,3803385856,797544448,467353600,14633017344,1280,73603
14-04 09:26:43,13.924,0.506,85.316,0.253,0,0,69632,150545,1056547,3803381760,797544448,467357696,14633017344,1280,73603
14-04 09:26:44,12.626,1.010,86.364,0,0,0,0,137665,959885,3803381760,797544448,467357696,14633017344,1280,73603
14-04 09:26:45,13.819,0.754,85.427,0,0,0,0,131602,934066,3803377664,797544448,467357696,14633021440,1280,73603
14-04 09:26:46,13.889,0.253,85.859,0,0,0,0,156106,1082639,3803377664,797544448,467357696,14633021440,1280,73603
14-04 09:26:47,14.286,0.752,84.962,0,0,0,0,175538,1223799,3803377664,797544448,467357696,14633021440,1280,73603
14-04 09:26:48,13.889,0.758,85.354,0,0,0,0,166553,1176909,3803377664,797544448,467357696,14633021440,1280,73603
14-04 09:26:49,14.573,0.503,84.673,0.251,0,0,28672,140371,980526,3803377664,797544448,467361792,14633017344,1280,73603
14-04 09:26:50,14.394,0.505,85.101,0,0,0,0,137186,957296,3803377664,797544448,467361792,14633017344,1280,73603
14-04 09:26:51,12.944,0.254,86.802,0,0,0,0,156762,1099872,3803373568,797544448,467361792,14633021440,1280,73603
14-04 09:26:52,14.500,0.750,84.750,0,0,0,0,140055,995316,3803373568,797544448,467361792,14633021440,1280,73603
14-04 09:26:53,13.819,0.503,85.678,0,0,0,0,151078,1059033,3803373568,797544448,467361792,14633021440,1280,73603
14-04 09:26:54,16.500,0.500,82.750,0.250,0,0,20480,137214,958220,3803365376,797544448,467365888,14633025536,1280,73603
14-04 09:26:55,18.830,0.509,80.662,0,0,0,32768,99016,692512,3803365376,797544448,467365888,14633025536,1280,73603
14-04 09:26:56,18.640,0.756,80.605,0,0,0,0,107956,754850,3803365376,797544448,467365888,14633025536,1280,73603
14-04 09:26:57,18.136,0.756,81.108,0,0,0,40960,109351,772623,3804000256,796909568,467365888,14633025536,1280,73603
14-04 09:26:58,18.974,0.256,80.769,0,0,0,0,129928,899327,3804000256,796909568,467365888,14633025536,1280,73603
14-04 09:26:59,19.250,0.750,80,0,0,0,61440,130734,916560,3803996160,796909568,467369984,14633025536,1280,73603
14-04 09:27:00,19.549,0.501,79.699,0.251,0,0,49152,107128,753616,3803983872,796909568,467374080,14633033728,1280,73603
14-04 09:27:01,18.434,0.505,81.061,0,0,0,24576,108385,771122,3803983872,796909568,467374080,14633033728,1280,73603
14-04 09:27:02,17.128,1.008,81.864,0,0,0,0,86202,611186,3803983872,796909568,467374080,14633033728,1280,73603
14-04 09:27:03,18.182,0.758,81.061,0,0,0,0,97148,675006,3803979776,796909568,467374080,14633037824,1280,73603
14-04 09:27:04,18.159,0.512,81.330,0,0,0,0,102549,730024,3803979776,796909568,467374080,14633037824,1280,73603
14-04 09:27:05,18.844,0.754,80.151,0.251,0,0,77824,101847,712969,3803979776,796909568,467378176,14633033728,1280,73603
14-04 09:27:06,18.274,0.508,81.218,0,0,0,12288,110919,774347,3803975680,796909568,467378176,14633037824,1280,73604
14-04 09:27:07,17.812,0.254,81.934,0,0,0,0,117251,817728,3803975680,796909568,467378176,14633037824,1280,73604
14-04 09:27:08,18.734,0.506,80.759,0,0,0,0,133083,936697,3803971584,796909568,467378176,14633041920,1280,73604
14-04 09:27:09,16.877,0.504,82.620,0,0,0,4096,127004,894382,3803971584,796909568,467378176,14633041920,1280,73604
14-04 09:27:10,17.424,0.253,82.323,0,0,0,0,113244,794352,3803971584,796909568,467378176,14633041920,1280,73604
14-04 09:27:11,17.468,0.506,81.772,0.253,0,0,32768,93681,654638,3803967488,796909568,467382272,14633041920,1280,73604
14-04 09:27:12,16.837,1.020,82.143,0,0,0,65536,114201,812004,3803848704,797028352,467382272,14633041920,1312,73604
14-04 09:27:13,17.588,1.256,81.156,0,0,0,0,107609,753616,3803713536,797163520,467382272,14633041920,1312,73604
14-04 09:27:14,18.892,0.756,80.353,0,0,0,0,100877,695374,3803713536,797163520,467382272,14633041920,1312,73604
14-04 09:27:15,18.593,0.754,80.653,0,0,0,0,120257,852594,3803713536,797163520,467382272,14633041920,1312,73604
14-04 09:27:16,18.136,0.756,80.856,0.252,0,0,16384,107217,753433,3803709440,797163520,467386368,14633041920,1312,73604
14-04 09:27:17,18.797,0.752,80.451,0,0,0,49152,108508,753996,3803709440,797163520,467386368,14633041920,1312,73604
14-04 09:27:18,16.582,0.765,82.653,0,0,0,0,90141,633997,3803705344,797163520,467386368,14633046016,1312,73604
14-04 09:27:19,16.121,1.008,82.872,0,0,0,0,95852,672417,3803705344,797163520,467386368,14633046016,1312,73604
14-04 09:27:20,17.215,0.759,82.025,0,0,0,0,93971,669282,3803705344,797163520,467386368,14633046016,1312,73604
14-04 09:27:21,18.734,0.759,80.253,0.253,0,0,16384,105967,736110,3803574272,797290496,467390464,14633046016,1312,73604
14-04 09:27:22,17.677,1.010,81.313,0,0,0,0,110210,774844,3803574272,797290496,467390464,14633046016,1312,73604
14-04 09:27:23,17.929,2.273,79.798,0,0,0,12288,107890,754603,3803447296,797417472,467390464,14633046016,1312,73604
14-04 09:27:24,19.598,0.503,79.899,0,0,0,4096,108461,770328,3803447296,797417472,467390464,14633046016,1312,73604
14-04 09:27:25,17.722,1.013,81.266,0,0,0,0,95154,672144,3803443200,797417472,467390464,14633050112,1312,73604
14-04 09:27:26,18.388,0.504,80.856,0.252,0,0,16384,95166,672897,3803439104,797417472,467394560,14633050112,1312,73604
14-04 09:27:27,17.337,1.508,81.156,0,0,0,20480,107387,752739,3803824128,797036544,467394560,14633050112,1312,73604
14-04 09:27:28,18.228,0.759,80.759,0.253,0,0,36864,109326,756751,3803824128,797036544,467394560,14633050112,1312,73604
14-04 09:27:29,19.697,0.758,79.545,0,0,0,0,119438,835088,3803824128,797036544,467394560,14633050112,1312,73604
14-04 09:27:30,17.128,0.756,82.116,0,0,0,16384,94974,672897,3803824128,797036544,467394560,14633050112,1312,73604
14-04 09:27:31,17.128,0.252,82.368,0.252,0,0,49152,95034,671391,3803824128,797036544,467394560,14633050112,1312,73604
14-04 09:27:32,17.588,1.005,81.407,0,0,0,0,88043,628695,3803824128,797036544,467394560,14633050112,1312,73604
14-04 09:27:33,18.797,0.752,80.451,0,0,0,24576,103800,733248,3803820032,797036544,467398656,14633050112,1312,73604
14-04 09:27:34,19.899,0.504,79.597,0,0,0,0,118085,817582,3803815936,797036544,467398656,14633054208,1312,73604
14-04 09:27:35,19.347,0.503,80.151,0,0,0,65536,118809,832226,3803811840,797036544,467398656,14633058304,1312,73604
14-04 09:27:36,18.066,0.254,81.679,0,0,0,16384,122280,855456,3803811840,797036544,467398656,14633058304,1312,73604
14-04 09:27:37,18.321,0.763,80.662,0.254,0,0,32768,108973,756585,3803811840,797036544,467402752,14633054208,1312,73604
14-04 09:27:38,18.844,0.754,80.402,0,0,0,0,111158,773984,3803807744,797036544,467402752,14633058304,1312,73604
14-04 09:27:39,18.593,1.256,80.151,0,0,0,40960,186128,1301469,3802411008,798433280,467402752,14633058304,1312,73604
14-04 09:27:40,14.322,0.503,85.176,0,0,0,0,224947,1570925,3802411008,798433280,467402752,14633058304,1312,73604
14-04 09:27:41,14.713,0,85.287,0,0,0,49152,199455,1402530,3802411008,798433280,467402752,14633058304,1312,73604
14-04 09:27:42,13.568,1.005,85.427,0,0,0,94208,163619,1143577,3802484736,798359552,467402752,14633058304,1312,73604
14-04 09:27:43,14.322,0.503,84.925,0.251,0,0,16384,223394,1548241,3802279936,798560256,467406848,14633058304,1312,73604
14-04 09:27:44,13,0.500,86.500,0,0,0,0,202276,1425760,3802279936,798560256,467406848,14633058304,1312,73604
14-04 09:27:45,15.212,0.499,84.289,0,0,0,0,203261,1425760,3802279936,798560256,467406848,14633058304,1312,73604
14-04 09:27:46,13.283,0.752,85.965,0,0,0,0,153973,1080348,3802279936,798560256,467406848,14633058304,1312,73604
14-04 09:27:47,15.327,0.503,84.171,0,0,0,49152,220058,1544263,3802279936,798560256,467406848,14633058304,1312,73604
14-04 09:27:48,15.672,0.995,83.333,0,0,0,0,241945,1690689,3802275840,798560256,467406848,14633062400,1312,73604
14-04 09:27:49,15.829,0.251,83.668,0.251,0,0,16384,251587,1752882,3802275840,798560256,467406848,14633062400,1312,73604
14-04 09:27:50,13.065,0.754,86.181,0,0,0,0,185607,1301956,3802271744,798560256,467406848,14633066496,1312,73604
14-04 09:27:51,14.286,0.501,85.213,0,0,0,0,212796,1487226,3802271744,798560256,467406848,14633066496,1312,73604
14-04 09:27:52,12.312,0.251,87.437,0,0,0,12288,175661,1242282,3802271744,798560256,467406848,14633066496,1312,73604
14-04 09:27:53,14.824,0.503,84.673,0,0,0,0,211681,1466769,3802271744,798560256,467406848,14633066496,1312,73604
14-04 09:27:54,14.536,0.501,84.712,0.251,0,0,20480,212922,1470137,3802267648,798560256,467410944,14633066496,1312,73604
14-04 09:27:55,14.179,0.995,84.826,0,0,0,4096,202458,1405392,3802267648,798560256,467410944,14633066496,1312,73604
14-04 09:27:56,13.740,0.254,86.005,0,0,0,0,197888,1385024,3802267648,798560256,467410944,14633066496,1312,73604
14-04 09:27:57,13.384,0.253,86.364,0,0,0,69632,205018,1446277,3803156480,797671424,467410944,14633066496,1312,73604
