"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_4_run.csv",,,,"Date:","14 Apr 2020 10:38:41 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 10:46:40,18.250,0.500,81,0.250,0,0,49152,109542,773711,3803250688,790700032,470876160,14636085248,1280,73603
14-04 10:46:41,18.159,0.512,81.330,0,0,0,20480,114326,795378,3803631616,790319104,470876160,14636085248,1280,73603
14-04 10:46:42,18.136,0.756,81.108,0,0,0,12288,117926,831349,3803631616,790319104,470876160,14636085248,1280,73603
14-04 10:46:43,17.839,1.005,81.156,0,0,0,4096,94896,655690,3803631616,790319104,470876160,14636085248,1280,73603
14-04 10:46:44,19.347,0.754,79.899,0,0,0,0,103354,731230,3803631616,790319104,470876160,14636085248,1280,73603
14-04 10:46:45,19.144,1.008,79.597,0.252,0,0,69632,122300,854612,3803631616,790319104,470876160,14636085248,1280,73603
14-04 10:46:46,18.734,1.013,80.253,0,0,0,36864,122707,858318,3802742784,791207936,470876160,14636085248,1280,73603
14-04 10:46:47,16.709,0.506,82.785,0,0,0,61440,118861,835195,3802742784,791207936,470876160,14636085248,1280,73603
14-04 10:46:48,18.703,0.499,80.798,0,0,0,0,94079,669282,3802742784,791207936,470876160,14636085248,1280,73603
14-04 10:46:49,17.750,1.500,80.750,0,0,0,0,114583,797214,3802742784,791207936,470876160,14636085248,1280,73603
14-04 10:46:50,17.207,1.496,81.047,0.249,0,0,57344,106209,751988,3802738688,791207936,470880256,14636085248,1280,73603
14-04 10:46:51,18.546,1.003,80.451,0,0,0,0,120623,853949,3802738688,791207936,470880256,14636085248,1280,73603
14-04 10:46:52,16.539,0.509,82.952,0,0,0,0,91963,651883,3802738688,791207936,470880256,14636085248,1280,73603
14-04 10:46:53,16.582,0.510,82.908,0,0,0,12288,107441,753889,3802734592,791207936,470880256,14636089344,1280,73603
14-04 10:46:54,18.546,1.003,80.451,0,0,0,0,116955,817309,3802734592,791207936,470880256,14636089344,1280,73603
14-04 10:46:55,18.892,0.504,80.605,0,0,0,20480,111378,791490,3802734592,791207936,470880256,14636089344,1280,73603
14-04 10:46:56,18.734,0.253,80.759,0.253,0,0,16384,108954,756751,3802730496,791207936,470884352,14636089344,1280,73603
14-04 10:46:57,17.043,0.752,82.206,0,0,0,0,87721,628380,3802726400,791207936,470884352,14636093440,1280,73603
14-04 10:46:58,18.844,0.503,80.653,0,0,0,49152,100686,697999,3802726400,791207936,470884352,14636093440,1280,73603
14-04 10:46:59,16.877,1.008,82.116,0,0,0,0,97340,691994,3802726400,791207936,470884352,14636093440,1280,73603
14-04 10:47:00,17.215,0.506,82.278,0,0,0,0,93986,670816,3802726400,791207936,470884352,14636093440,1280,73603
14-04 10:47:01,18.892,1.008,79.849,0.252,0,0,32768,120928,852867,3802722304,791207936,470888448,14636093440,1280,73603
14-04 10:47:02,18.593,1.005,80.402,0,0,0,0,105774,736217,3802722304,791207936,470888448,14636093440,1280,73603
14-04 10:47:03,17.677,0.505,81.818,0,0,0,0,92529,651503,3802718208,791207936,470888448,14636097536,1280,73603
14-04 10:47:04,18.844,0.754,80.402,0,0,0,0,112900,791763,3802718208,791207936,470888448,14636097536,1280,73603
14-04 10:47:05,19.444,0.253,80.303,0,0,0,0,119716,834815,3802718208,791207936,470888448,14636097536,1280,73603
14-04 10:47:06,18.528,0.761,80.457,0.254,0,0,28672,101838,713153,3802718208,791207936,470892544,14636093440,1280,73603
14-04 10:47:07,18.703,0.748,80.549,0,0,0,36864,107208,753723,3802714112,791207936,470892544,14636097536,1280,73603
14-04 10:47:08,17.632,0.756,81.612,0,0,0,0,106406,753254,3802714112,791207936,470892544,14636097536,1280,73603
14-04 10:47:09,18.640,0.756,80.605,0,0,0,0,106443,736472,3802714112,791207936,470892544,14636097536,1280,73603
14-04 10:47:10,18.321,0.254,81.425,0,0,0,0,104010,733248,3802714112,791207936,470892544,14636097536,1280,73603
14-04 10:47:11,20.250,1.250,78.500,0,0,0,40960,110758,791217,3803222016,790700032,470892544,14636097536,1280,73603
14-04 10:47:12,19.543,0.761,79.695,0,0,0,73728,107117,753996,3803222016,790700032,470892544,14636097536,1280,73603
14-04 10:47:13,18.703,1.247,79.800,0.249,0,0,57344,112310,777625,3803217920,790700032,470892544,14636101632,1280,73603
14-04 10:47:14,18.481,0,81.519,0,0,0,0,94109,669282,3803217920,790700032,470892544,14636101632,1280,73603
14-04 10:47:15,18.892,1.259,79.849,0,0,0,0,122028,855456,3803217920,790700032,470892544,14636101632,1280,73603
14-04 10:47:16,17.929,0.758,81.313,0,0,0,36864,171579,1204574,3803598848,790319104,470892544,14636101632,1248,73603
14-04 10:47:17,16.332,0.754,82.663,0.251,0,0,69632,112045,794225,3803598848,790319104,470892544,14636101632,1248,73603
14-04 10:47:18,17.929,0.253,81.818,0,0,0,0,123236,873277,3803598848,790319104,470892544,14636101632,1248,73603
14-04 10:47:19,17.128,0.756,82.116,0,0,0,8192,164748,1160976,3803598848,790319104,470892544,14636101632,1248,73603
14-04 10:47:20,14.394,0.505,85.101,0,0,0,0,194729,1367518,3803598848,790319104,470892544,14636101632,1248,73603
14-04 10:47:21,14.824,0.503,84.673,0,0,0,61440,166718,1181071,3803598848,790319104,470892544,14636101632,1248,73603
14-04 10:47:22,14.573,0.251,84.925,0.251,0,0,28672,124221,874970,3803717632,790192128,470896640,14636105728,1248,73603
14-04 10:47:23,15.212,0.748,84.040,0,0,0,0,162764,1142048,3803844608,790065152,470896640,14636105728,1248,73603
14-04 10:47:24,14.250,1.250,84.500,0,0,0,0,137272,974529,3803844608,790065152,470896640,14636105728,1248,73603
14-04 10:47:25,15.578,0.503,83.920,0,0,0,12288,206042,1446308,3803840512,790065152,470896640,14636109824,1248,73603
14-04 10:47:26,14.141,0.505,85.354,0,0,0,0,137012,957296,3803840512,790065152,470896640,14636109824,1248,73603
14-04 10:47:27,14.035,0.752,85.213,0,0,0,12288,164169,1141027,3803840512,790065152,470896640,14636109824,1248,73603
14-04 10:47:28,14.394,0.505,84.848,0.253,0,0,32768,145584,1019221,3803840512,790065152,470900736,14636105728,1248,73603
14-04 10:47:29,14.358,0.756,84.887,0,0,0,0,201644,1408109,3803832320,790065152,470900736,14636113920,1248,73603
14-04 10:47:30,14.070,1.005,84.925,0,0,0,0,181309,1262961,3803832320,790065152,470900736,14636113920,1248,73603
14-04 10:47:31,14.286,0.501,85.213,0,0,0,36864,131865,934066,3803832320,790065152,470900736,14636113920,1248,73603
14-04 10:47:32,15.075,0.503,84.171,0.251,0,0,40960,204379,1446001,3803832320,790065152,470900736,14636113920,1248,73603
14-04 10:47:33,13.602,0.504,85.642,0.252,0,0,16384,151295,1059409,3803828224,790065152,470904832,14636113920,1248,73603
14-04 10:47:34,14.573,0.754,84.673,0,0,0,0,127360,896192,3803828224,790065152,470904832,14636113920,1248,73603
14-04 10:47:35,14.684,0.253,85.063,0,0,0,0,148392,1038768,3803828224,790065152,470904832,14636113920,1248,73603
14-04 10:47:36,15.500,0.500,84,0,0,0,0,210726,1466496,3803828224,790065152,470904832,14636113920,1248,73603
14-04 10:47:37,14.787,0.501,84.712,0,0,0,20480,143182,998139,3803828224,790065152,470904832,14636113920,1248,73603
14-04 10:47:38,15.789,0.752,83.459,0,0,0,0,120518,837950,3803824128,790065152,470904832,14636118016,1248,73603
14-04 10:47:39,13.924,0.759,85.063,0.253,0,0,16384,157917,1118131,3803811840,790065152,470913024,14636122112,1248,73603
14-04 10:47:40,14.394,0.253,85.354,0,0,0,0,126962,895439,3803811840,790065152,470913024,14636122112,1248,73603
14-04 10:47:41,14.500,0.500,85,0,0,0,20480,139915,980526,3803684864,790192128,470913024,14636122112,1248,73603
14-04 10:47:42,15.075,0.503,84.422,0,0,0,12288,193598,1361628,3803684864,790192128,470913024,14636122112,1248,73603
14-04 10:47:43,13.889,0.505,85.606,0,0,0,53248,207504,1449769,3804368896,789508096,470913024,14636122112,1280,73603
14-04 10:47:44,15.327,0.503,83.920,0.251,0,0,61440,197703,1382435,3804188672,789684224,470913024,14636126208,1280,73603
14-04 10:47:45,14.750,0.750,84.500,0,0,0,0,160649,1123102,3804188672,789684224,470913024,14636126208,1280,73603
14-04 10:47:46,16.121,1.008,82.872,0,0,0,36864,171762,1201439,3803680768,790192128,470913024,14636126208,1280,73603
14-04 10:47:47,14.213,0.254,85.279,0.254,0,0,61440,190722,1341533,3803676672,790192128,470913024,14636130304,1280,73603
14-04 10:47:48,15.288,0.501,84.211,0,0,0,0,159873,1120240,3803676672,790192128,470913024,14636130304,1280,73603
14-04 10:47:49,13.384,0.505,86.111,0,0,0,57344,157976,1100145,3803676672,790192128,470913024,14636130304,1280,73603
14-04 10:47:50,14.646,0.253,85.101,0,0,0,28672,151319,1059136,3803672576,790192128,470917120,14636130304,1280,73603
14-04 10:47:51,15.038,0.501,84.461,0,0,0,0,191552,1327535,3803672576,790192128,470917120,14636130304,1280,73603
14-04 10:47:52,13.750,0.500,85.750,0,0,0,0,164334,1157546,3803672576,790192128,470917120,14636130304,1280,73603
14-04 10:47:53,13.965,0.748,85.037,0.249,0,0,12288,147837,1021577,3803672576,790192128,470917120,14636130304,1280,73603
14-04 10:47:54,13.636,0.758,85.606,0,0,0,0,137566,974529,3803672576,790192128,470917120,14636130304,1280,73603
14-04 10:47:55,14.787,0,85.213,0,0,0,20480,147263,1021262,3803672576,790192128,470917120,14636130304,1280,73603
14-04 10:47:56,14.861,0.504,84.383,0.252,0,0,16384,185691,1303825,3803672576,790192128,470917120,14636130304,1280,73603
14-04 10:47:57,16.209,0.249,83.541,0,0,0,0,205670,1443100,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:47:58,14.394,0.505,85.101,0,0,0,24576,186028,1304604,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:47:59,14.536,0.752,84.712,0,0,0,0,223993,1568063,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:48:00,13.671,0,86.329,0,0,0,0,207758,1446128,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:48:01,14.787,0.752,84.211,0.251,0,0,24576,197592,1367791,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:48:02,14.610,0.504,84.887,0,0,0,16384,165918,1160810,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:48:03,13.854,0.756,85.390,0,0,0,45056,156097,1097283,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:48:04,15.829,0.251,83.920,0,0,0,0,189579,1326782,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:48:05,15.960,0.499,83.541,0,0,0,0,155308,1099599,3803668480,790192128,470917120,14636134400,1280,73603
14-04 10:48:06,14.322,0.503,84.925,0.251,0,0,24576,129043,913971,3803664384,790192128,470921216,14636134400,1280,73603
14-04 10:48:07,13.854,0.252,85.894,0,0,0,65536,141740,997866,3803664384,790192128,470921216,14636134400,1280,73603
14-04 10:48:08,14.070,0.251,85.678,0,0,0,0,167848,1181344,3803664384,790192128,470921216,14636134400,1280,73603
14-04 10:48:09,13.784,1.003,85.213,0,0,0,0,160397,1120513,3803664384,790192128,470921216,14636134400,1280,73603
14-04 10:48:10,14.394,0.253,85.354,0,0,0,0,129263,916287,3803664384,790192128,470921216,14636134400,1280,73603
14-04 10:48:11,15.789,0.501,83.709,0,0,0,49152,116237,814993,3803799552,790056960,470921216,14636134400,1280,73603
14-04 10:48:12,13.706,0.508,85.533,0.254,0,0,61440,131159,916667,3803779072,790065152,470929408,14636138496,1280,73603
14-04 10:48:13,17.043,0.752,82.206,0,0,0,4096,134367,937707,3803774976,790065152,470929408,14636142592,1280,73603
14-04 10:48:14,17.293,0.752,81.955,0,0,0,0,89164,631408,3803774976,790065152,470929408,14636142592,1280,73603
14-04 10:48:15,17.293,1.003,81.704,0,0,0,0,95087,671871,3803770880,790065152,470929408,14636146688,1280,73603
14-04 10:48:16,17.975,1.013,81.013,0,0,0,86016,100265,696400,3803004928,790827008,470929408,14636146688,1248,73603
14-04 10:48:17,17.513,0.761,81.726,0,0,0,94208,99814,709414,3802996736,790827008,470937600,14636146688,1248,73603
14-04 10:48:18,16.497,0.761,82.741,0,0,0,0,96589,675006,3802996736,790827008,470937600,14636146688,1248,73603
14-04 10:48:19,19.750,0.500,79.750,0,0,0,0,134986,937983,3802996736,790827008,470937600,14636146688,1248,73603
14-04 10:48:20,18.296,1.003,80.702,0,0,0,0,99511,708963,3802996736,790827008,470937600,14636146688,1248,73603
14-04 10:48:21,18,0.500,81.500,0,0,0,0,99773,695374,3802996736,790827008,470937600,14636146688,1248,73603
14-04 10:48:22,18.546,1.003,80.451,0,0,0,24576,97388,689757,3802996736,790827008,470937600,14636146688,1248,73603
14-04 10:48:23,16.625,1.259,81.864,0.252,0,0,28672,110176,773789,3802869760,790953984,470937600,14636146688,1248,73603
14-04 10:48:24,18.228,0.253,81.519,0,0,0,0,98530,692512,3802869760,790953984,470937600,14636146688,1248,73603
14-04 10:48:25,17.380,1.008,81.612,0,0,0,0,90029,631770,3802869760,790953984,470937600,14636146688,1248,73603
14-04 10:48:26,18,1,81,0,0,0,0,92690,651776,3802869760,790953984,470937600,14636146688,1248,73603
14-04 10:48:27,18.797,1.003,80.201,0,0,0,0,114439,795553,3802869760,790953984,470937600,14636146688,1248,73603
14-04 10:48:28,17.215,1.013,81.772,0,0,0,45056,101801,712607,3802869760,790953984,470937600,14636146688,1248,73603
14-04 10:48:29,17.929,1.010,80.808,0.253,0,0,16384,104724,733248,3802865664,790953984,470941696,14636146688,1248,73603
14-04 10:48:30,18.296,1.003,80.702,0,0,0,0,103317,715742,3802865664,790953984,470941696,14636146688,1248,73603
14-04 10:48:31,18.892,0.756,80.353,0,0,0,0,118045,832226,3802865664,790953984,470941696,14636146688,1248,73603
14-04 10:48:32,17.172,0.758,82.071,0,0,0,0,114502,797048,3802865664,790953984,470941696,14636146688,1248,73603
14-04 10:48:33,16.709,0.759,82.532,0,0,0,12288,107460,753889,3802861568,790953984,470941696,14636150784,1248,73603
14-04 10:48:34,17.048,0.763,81.934,0.254,0,0,28672,91177,648914,3802861568,790953984,470941696,14636150784,1248,73603
14-04 10:48:35,16.834,1.005,82.161,0,0,0,0,86051,610767,3802861568,790953984,470941696,14636150784,1248,73603
14-04 10:48:36,16.794,0.763,82.443,0,0,0,0,98665,693629,3802857472,790953984,470941696,14636154880,1248,73603
14-04 10:48:37,17.632,0.504,81.612,0.252,0,0,24576,99247,694314,3802857472,790953984,470941696,14636154880,1248,73603
14-04 10:48:38,20.250,0.750,79,0,0,0,0,110857,774346,3802857472,790953984,470941696,14636154880,1248,73603
14-04 10:48:39,20.250,0.750,79,0,0,0,16384,128057,894382,3802857472,790953984,470941696,14636154880,1248,73603
14-04 10:48:40,15.443,0.506,84.051,0,0,0,12288,98775,694322,3802857472,790953984,470941696,14636154880,1248,73603
14-04 10:48:41,16.414,1.263,82.323,0,0,0,20480,135433,955187,3803123712,790687744,470941696,14636154880,1248,73603
14-04 10:48:42,17.043,1.003,81.955,0,0,0,12288,112763,793706,3802984448,790827008,470941696,14636154880,1248,73603
14-04 10:48:43,18.136,1.008,80.856,0,0,0,45056,101719,713659,3802984448,790827008,470941696,14636154880,1248,73603
14-04 10:48:44,17.337,0.754,81.910,0,0,0,0,86550,611040,3802984448,790827008,470941696,14636154880,1248,73603
14-04 10:48:45,17.632,1.008,81.108,0.252,0,0,61440,103269,715742,3802984448,790827008,470941696,14636154880,1248,73603
14-04 10:48:46,17.544,1.253,80.952,0.251,0,0,90112,116891,824881,3803492352,790319104,470941696,14636154880,1248,73603
14-04 10:48:47,17.794,1.253,80.952,0,0,0,57344,92023,641722,3803492352,790319104,470941696,14636154880,1248,73603
14-04 10:48:48,18.844,0.754,80.402,0,0,0,0,117570,832226,3803488256,790319104,470941696,14636158976,1248,73603
14-04 10:48:49,20.347,0.993,78.660,0,0,0,0,139016,977519,3803488256,790319104,470941696,14636158976,1248,73603
14-04 10:48:50,16.792,1.003,81.955,0.251,0,0,16384,98276,692657,3803488256,790319104,470941696,14636158976,1248,73603
14-04 10:48:51,18,0.500,81.500,0,0,0,0,94528,656211,3803484160,790319104,470941696,14636163072,1248,73603
14-04 10:48:52,18.892,1.008,80.101,0,0,0,24576,106875,752150,3803484160,790319104,470941696,14636163072,1248,73603
14-04 10:48:53,19.144,0.756,80.101,0,0,0,0,116193,811858,3803484160,790319104,470941696,14636163072,1248,73603
14-04 10:48:54,18.090,1.256,80.653,0,0,0,0,113656,795941,3803484160,790319104,470941696,14636163072,1248,73603
14-04 10:48:55,19.949,0.253,79.798,0,0,0,0,125637,894241,3803484160,790319104,470941696,14636163072,1248,73603
14-04 10:48:56,18.844,0.754,80.151,0.251,0,0,28672,108534,756840,3803480064,790319104,470945792,14636163072,1248,73603
14-04 10:48:57,17.513,1.015,81.472,0,0,0,0,98121,692619,3803480064,790319104,470945792,14636163072,1248,73603
14-04 10:48:58,17.128,1.008,81.864,0,0,0,40960,101346,714454,3803480064,790319104,470945792,14636163072,1248,73603
14-04 10:48:59,16.919,1.010,82.071,0,0,0,0,94729,671391,3803480064,790319104,470945792,14636163072,1248,73603
14-04 10:49:00,18.136,0.504,81.360,0,0,0,0,96981,689650,3803480064,790319104,470945792,14636163072,1248,73603
14-04 10:49:01,17.128,1.008,81.864,0,0,0,0,88009,613902,3803475968,790319104,470945792,14636167168,1248,73603
14-04 10:49:02,17.884,1.008,80.856,0.252,0,0,16384,117921,832333,3803471872,790319104,470949888,14636167168,1248,73603
14-04 10:49:03,20.558,0.254,79.188,0,0,0,32768,124702,875824,3803467776,790319104,470949888,14636171264,1248,73603
14-04 10:49:04,16.625,0.504,82.872,0,0,0,12288,112968,794352,3803467776,790319104,470949888,14636171264,1248,73603
14-04 10:49:05,17.337,0.503,82.161,0,0,0,0,98949,695101,3803467776,790319104,470949888,14636171264,1248,73603
14-04 10:49:06,18.228,0.253,81.519,0,0,0,0,112848,794352,3803467776,790319104,470949888,14636171264,1248,73603
14-04 10:49:07,17.766,0.508,81.472,0.254,0,0,28672,100820,711674,3803467776,790319104,470949888,14636171264,1248,73603
14-04 10:49:08,19.549,0.752,79.699,0,0,0,0,117874,833581,3803467776,790319104,470949888,14636171264,1248,73603
14-04 10:49:09,19.750,0.500,79.750,0,0,0,12288,129026,899054,3803467776,790319104,470949888,14636171264,1248,73603
14-04 10:49:10,17.975,0.759,81.266,0,0,0,20480,116748,814993,3803467776,790319104,470949888,14636171264,1248,73603
14-04 10:49:11,18.090,0.503,81.407,0,0,0,40960,97356,690793,3803430912,790355968,470949888,14636171264,1248,73603
14-04 10:49:12,17.722,1.013,81.266,0,0,0,24576,103155,715891,3803340800,790446080,470949888,14636171264,1248,73603
14-04 10:49:13,18.797,1.003,79.950,0.251,0,0,53248,107843,754822,3803336704,790446080,470953984,14636171264,1248,73603
14-04 10:49:14,16.285,1.018,82.697,0,0,0,0,92076,650203,3803336704,790446080,470953984,14636171264,1248,73603
14-04 10:49:15,18.228,0.506,81.266,0,0,0,0,104922,733248,3803336704,790446080,470953984,14636171264,1248,73603
14-04 10:49:16,16.203,1.266,82.278,0.253,0,0,77824,111167,791490,3803082752,790700032,470953984,14636171264,1248,73603
14-04 10:49:17,18.593,0.754,80.653,0,0,0,57344,97309,675152,3803082752,790700032,470953984,14636171264,1248,73603
14-04 10:49:18,18.250,1,80.750,0,0,0,0,92293,651776,3803078656,790700032,470953984,14636175360,1248,73603
14-04 10:49:19,17.303,0.509,82.188,0,0,0,77824,101228,712880,3803074560,790700032,470958080,14636175360,1248,73603
14-04 10:49:20,18.546,0.752,80.702,0,0,0,0,128837,913698,3803074560,790700032,470958080,14636175360,1248,73603
14-04 10:49:21,16.709,0.759,82.532,0,0,0,0,90581,634270,3803074560,790700032,470958080,14636175360,1248,73603
14-04 10:49:22,18.640,1.008,80.353,0,0,0,8192,114949,811642,3803074560,790700032,470958080,14636175360,1248,73603
14-04 10:49:23,18.296,1.003,80.451,0.251,0,0,12288,106360,733777,3803328512,790446080,470958080,14636175360,1248,73603
14-04 10:49:24,17.380,0.252,82.368,0,0,0,0,91398,634270,3803328512,790446080,470958080,14636175360,1248,73603
14-04 10:49:25,18.090,1.005,80.905,0,0,0,16384,88826,628546,3803320320,790446080,470966272,14636175360,1248,73603
14-04 10:49:26,18.687,0.758,80.556,0,0,0,0,108949,773711,3803316224,790446080,470966272,14636179456,1248,73603
14-04 10:49:27,19.048,1.253,79.699,0,0,0,0,106598,736529,3803316224,790446080,470966272,14636179456,1248,73603
14-04 10:49:28,17.085,1.256,81.407,0.251,0,0,53248,108455,771628,3803312128,790446080,470966272,14636183552,1248,73603
14-04 10:49:29,16.792,0.752,82.456,0,0,0,0,108522,756751,3803312128,790446080,470966272,14636183552,1248,73603
14-04 10:49:30,17.544,1.253,80.952,0.251,0,0,32768,95682,673290,3803312128,790446080,470966272,14636183552,1248,73603
14-04 10:49:31,17.884,0.504,81.612,0,0,0,0,101450,711734,3803312128,790446080,470966272,14636183552,1248,73603
14-04 10:49:32,16.794,0.509,82.697,0,0,0,0,89890,631596,3803312128,790446080,470966272,14636183552,1248,73603
14-04 10:49:33,18.136,0.504,81.360,0,0,0,0,96998,689377,3803308032,790446080,470966272,14636187648,1248,73603
14-04 10:49:34,18.296,0.752,80.952,0,0,0,36864,102195,713153,3803308032,790446080,470966272,14636187648,1248,73603
14-04 10:49:35,15.949,0.759,83.038,0.253,0,0,16384,101126,712880,3803308032,790446080,470966272,14636187648,1248,73603
14-04 10:49:36,17.722,0.759,81.519,0,0,0,0,99353,695374,3803308032,790446080,470966272,14636187648,1248,73603
14-04 10:49:37,16.834,1.256,81.910,0,0,0,0,87903,628872,3803308032,790446080,470966272,14636187648,1248,73604
14-04 10:49:38,17.766,1.015,81.218,0,0,0,0,102063,715742,3803308032,790446080,470966272,14636187648,1248,73604
14-04 10:49:39,19.444,0.758,79.798,0,0,0,12288,136417,954434,3803308032,790446080,470970368,14636183552,1248,73604
14-04 10:49:40,18.342,0.754,80.653,0.251,0,0,28672,103094,716495,3803299840,790446080,470974464,14636187648,1248,73604
14-04 10:49:41,17.794,1.003,81.203,0,0,0,20480,88587,630382,3803168768,790573056,470974464,14636191744,1248,73604
14-04 10:49:42,17.293,1.003,81.704,0,0,0,0,87969,613032,3803168768,790573056,470974464,14636191744,1248,73604
14-04 10:49:43,18.112,0.510,81.378,0,0,0,40960,179538,1259160,3803803648,789938176,470974464,14636191744,1248,73604
14-04 10:49:44,20.050,0.752,79.198,0,0,0,16384,130386,916560,3803803648,789938176,470974464,14636191744,1248,73604
14-04 10:49:45,17.215,1.013,81.519,0.253,0,0,122880,93766,654365,3803799552,789938176,470974464,14636195840,1248,73604
14-04 10:49:46,21.106,1.256,77.638,0,0,0,77824,137578,975075,3803672576,790065152,470974464,14636195840,1248,73604
14-04 10:49:47,18.844,0.503,80.653,0,0,0,0,120521,838057,3803672576,790065152,470974464,14636195840,1248,73604
14-04 10:49:48,17.424,0.758,81.818,0,0,0,0,87681,628546,3803672576,790065152,470974464,14636195840,1248,73604
14-04 10:49:49,18.481,0.506,81.013,0,0,0,0,101624,712880,3803672576,790065152,470974464,14636195840,1248,73604
14-04 10:49:50,17.128,0.756,81.864,0.252,0,0,65536,88774,631408,3803664384,790065152,470978560,14636199936,1248,73604
14-04 10:49:51,17.929,0.505,81.566,0,0,0,0,90336,632252,3803664384,790065152,470978560,14636199936,1248,73604
14-04 10:49:52,18.593,1.005,80.402,0,0,0,12288,97193,674308,3803664384,790065152,470978560,14636199936,1248,73603
14-04 10:49:53,17.380,0.504,82.116,0,0,0,0,91455,648641,3803693056,791146496,470978560,14635155456,1248,73603
14-04 10:49:54,17.513,0.508,81.980,0,0,0,0,88610,614928,3803693056,791146496,470978560,14635155456,1248,73603
14-04 10:49:55,16.162,1.263,82.323,0.253,0,0,28672,86520,610287,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:49:56,18.750,0.750,80.500,0,0,0,0,106420,750754,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:49:57,17.128,0.756,82.116,0,0,0,73728,105685,736217,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:49:58,19,1.250,79.750,0,0,0,24576,124849,873783,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:49:59,18.228,0.506,81.266,0,0,0,0,103114,715742,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:50:00,17.337,1.256,81.156,0.251,0,0,90112,91532,648914,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:50:01,17.975,0.253,81.772,0,0,0,0,96665,674733,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:50:02,18.182,0.758,81.061,0,0,0,32768,107928,753996,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:50:03,17.794,1.253,80.952,0,0,0,0,94497,669009,3803815936,791019520,470982656,14635155456,1248,73603
14-04 10:50:04,18.939,0.505,80.556,0,0,0,12288,110667,774257,3803811840,791019520,470982656,14635159552,1248,73603
14-04 10:50:05,17.424,0.505,81.818,0.253,0,0,28672,107982,756205,3803807744,791019520,470986752,14635159552,1248,73603
14-04 10:50:06,17.293,0.501,82.206,0,0,0,0,119251,835361,3803807744,791019520,470986752,14635159552,1248,73603
14-04 10:50:07,18.734,0.506,80.759,0,0,0,0,99126,693807,3803807744,791019520,470986752,14635159552,1248,73603
14-04 10:50:08,17.544,1.003,81.454,0,0,0,12288,104706,749608,3803803648,791019520,470986752,14635163648,1248,73603
14-04 10:50:09,17.632,1.259,81.108,0,0,0,0,101092,712607,3803803648,791019520,470986752,14635163648,1248,73603
14-04 10:50:10,18.182,0.505,81.061,0.253,0,0,40960,97477,692512,3803799552,791019520,470990848,14635163648,1248,73603
14-04 10:50:11,16.962,0.759,82.278,0,0,0,40960,90852,634543,3803758592,791060480,470990848,14635163648,1248,73603
14-04 10:50:12,18.687,0.505,80.808,0,0,0,0,97394,690900,3803672576,791146496,470990848,14635163648,1248,73600
14-04 10:50:13,19.036,0.254,80.711,0,0,0,32768,115233,814356,3803672576,791146496,470990848,14635163648,1248,73600
14-04 10:50:14,17.677,0.758,81.566,0,0,0,0,119532,839187,3803672576,791146496,470990848,14635163648,1248,73600
14-04 10:50:15,17.588,0.503,81.658,0.251,0,0,49152,102854,729149,3803668480,791146496,470990848,14635167744,1248,73600
14-04 10:50:16,18.593,1.256,80.151,0,0,0,81920,105023,735837,3802652672,792162304,470990848,14635167744,1280,73600
14-04 10:50:17,18.434,0.253,81.313,0,0,0,0,109726,772346,3802652672,792162304,470990848,14635167744,1280,73600
14-04 10:50:18,14.610,0,85.390,0,0,0,57344,132857,936084,3802652672,792162304,470990848,14635167744,1280,73600
14-04 10:50:19,15.920,0.498,83.582,0,0,0,0,169036,1181344,3802652672,792162304,470990848,14635167744,1280,73600
14-04 10:50:20,14.177,0.506,85.063,0.253,0,0,36864,161860,1123946,3802652672,792162304,470990848,14635167744,1280,73600
14-04 10:50:21,14.963,0.998,84.040,0,0,0,0,139537,976820,3802652672,792162304,470990848,14635167744,1280,73600
14-04 10:50:22,14.861,0.504,84.635,0,0,0,20480,212062,1486971,3802652672,792162304,470990848,14635167744,1280,73600
14-04 10:50:23,13.568,1.256,85.176,0,0,0,0,143306,1015432,3803254784,791560192,470990848,14635167744,1280,73600
14-04 10:50:24,13.740,0.254,86.005,0,0,0,0,198723,1385297,3802906624,791908352,470990848,14635167744,1280,73600
