"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_5_run.csv",,,,"Date:","14 Apr 2020 11:19:19 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 11:26:26,11.139,0.253,88.608,0,0,0,0,166429,1163838,3802165248,789426176,472403968,14636560384,1248,73606
14-04 11:26:27,12.935,0.498,86.567,0,0,0,0,170216,1201712,3802161152,789426176,472403968,14636564480,1248,73606
14-04 11:26:28,12.911,0.506,86.329,0.253,0,0,28672,147761,1038914,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:29,13.466,0.998,85.536,0,0,0,53248,159197,1120095,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:30,14.861,0.504,84.635,0,0,0,4096,201380,1406133,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:31,13.716,0.748,85.536,0,0,0,0,171074,1201712,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:32,13.098,0.252,86.650,0,0,0,0,158042,1100145,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:33,13.854,0.504,85.139,0.504,0,0,45056,204586,1425906,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:34,15.385,0.744,83.871,0,0,0,0,234635,1646946,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:35,16.250,0.250,83.500,0,0,0,0,242636,1690544,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:36,14.824,0.503,84.673,0,0,0,0,246012,1710912,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:37,12.469,0.249,87.282,0,0,0,0,168079,1163838,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:38,14.504,0.254,85.242,0,0,0,16384,195820,1364802,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:39,13.784,0.752,85.213,0.251,0,0,12288,133891,938074,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:40,14.504,0.509,84.987,0,0,0,0,228631,1607926,3802157056,789426176,472403968,14636568576,1248,73606
14-04 11:26:41,14.394,0.505,85.101,0,0,0,0,215329,1505123,3802152960,789426176,472403968,14636572672,1248,73606
14-04 11:26:42,15.750,0.500,83.750,0,0,0,0,194063,1346124,3802152960,789426176,472403968,14636572672,1248,73606
14-04 11:26:43,14.750,0,85,0.250,0,0,16384,139092,977810,3802152960,789426176,472403968,14636572672,1248,73606
14-04 11:26:44,14.141,0.505,85.354,0,0,0,36864,192138,1342933,3802152960,789426176,472403968,14636572672,1248,73606
14-04 11:26:45,14.464,1.247,84.289,0,0,0,4096,137870,960547,3802152960,789426176,472403968,14636572672,1248,73606
14-04 11:26:46,13.384,0.758,85.859,0,0,0,0,132739,934365,3802152960,789426176,472403968,14636572672,1248,73606
14-04 11:26:47,14.286,0.501,85.213,0,0,0,0,152798,1060855,3802152960,789426176,472403968,14636572672,1248,73606
14-04 11:26:48,15.829,0.251,83.920,0,0,0,0,180153,1260103,3802144768,789426176,472403968,14636580864,1248,73606
14-04 11:26:49,17,1.250,81.500,0.250,0,0,167936,167497,1164591,3802918912,788652032,472403968,14636580864,1248,73606
14-04 11:26:50,15.960,0.499,83.541,0,0,0,0,149565,1055521,3802906624,788664320,472403968,14636580864,1248,73606
14-04 11:26:51,14.106,0.504,85.390,0,0,0,0,182373,1265678,3802906624,788664320,472403968,14636580864,1248,73606
14-04 11:26:52,14.684,0.253,85.063,0,0,0,0,196860,1381889,3802906624,788664320,472403968,14636580864,1248,73606
14-04 11:26:53,15.250,0.750,84,0,0,0,0,212092,1487325,3802902528,788664320,472403968,14636584960,1248,73606
14-04 11:26:54,15.461,0.499,84.040,0,0,0,0,204754,1425760,3802902528,788664320,472403968,14636584960,1248,73606
14-04 11:26:55,15.578,0.251,83.920,0.251,0,0,77824,150789,1061725,3802894336,788664320,472412160,14636584960,1248,73606
14-04 11:26:56,14.824,0.503,84.673,0,0,0,0,209514,1484130,3802894336,788664320,472412160,14636584960,1248,73606
14-04 11:26:57,15.672,0.995,83.333,0,0,0,0,177772,1245455,3802894336,788664320,472412160,14636584960,1248,73606
14-04 11:26:58,14.963,0.748,84.289,0,0,0,0,171550,1219091,3802894336,788664320,472412160,14636584960,1248,73606
14-04 11:26:59,14.035,1.003,84.962,0,0,0,0,116970,817855,3802894336,788664320,472412160,14636584960,1248,73606
14-04 11:27:00,15.711,0.499,83.292,0.499,0,0,86016,193338,1344794,3802894336,788664320,472412160,14636584960,1248,73606
14-04 11:27:01,14.573,0.503,84.925,0,0,0,0,147259,1018673,3802894336,788664320,472412160,14636584960,1248,73606
14-04 11:27:02,14.573,0.754,84.673,0,0,0,0,147090,1035633,3802894336,788664320,472412160,14636584960,1248,73606
14-04 11:27:03,14.141,0.758,85.101,0,0,0,0,146637,1018819,3802890240,788664320,472412160,14636589056,1248,73606
14-04 11:27:04,14.467,0,85.533,0,0,0,0,146305,1020989,3802886144,788664320,472412160,14636593152,1248,73606
14-04 11:27:05,14.536,1.003,84.211,0.251,0,0,81920,147763,1036179,3802886144,788664320,472412160,14636593152,1248,73606
14-04 11:27:06,15.099,0.248,84.653,0,0,0,0,214896,1506870,3802886144,788664320,472412160,14636593152,1248,73606
14-04 11:27:07,12.911,0.253,86.835,0,0,0,0,167072,1161338,3802886144,788664320,472412160,14636593152,1248,73606
14-04 11:27:08,15.385,0.744,83.871,0,0,0,0,221136,1531413,3802886144,788664320,472412160,14636593152,1248,73606
14-04 11:27:09,15.288,0.251,84.461,0,0,0,0,195111,1360950,3802886144,788664320,472412160,14636593152,1248,73606
14-04 11:27:10,15,0.500,84.500,0,0,0,32768,229417,1591566,3802882048,788664320,472412160,14636597248,1248,73606
14-04 11:27:11,13.671,0.506,85.570,0.253,0,0,40960,198743,1402530,3802882048,788664320,472412160,14636597248,1248,73606
14-04 11:27:12,13.636,0.253,86.111,0,0,0,0,186982,1303552,3802882048,788664320,472412160,14636597248,1248,73606
14-04 11:27:13,15.250,0.750,84,0,0,0,0,214714,1507105,3802877952,788664320,472412160,14636601344,1248,73606
14-04 11:27:14,13.602,0,86.398,0,0,0,0,169756,1184206,3802877952,788664320,472412160,14636601344,1248,73606
14-04 11:27:15,15.711,0.249,84.040,0,0,0,4096,217107,1508284,3802877952,788664320,472412160,14636601344,1248,73606
14-04 11:27:16,14.464,0.249,85.037,0.249,0,0,49152,190304,1323920,3802873856,788664320,472416256,14636601344,1248,73606
14-04 11:27:17,12.814,0.503,86.683,0,0,0,0,159232,1120240,3802873856,788664320,472416256,14636601344,1248,73606
14-04 11:27:18,13.131,0.505,86.364,0,0,0,0,167408,1178589,3802873856,788664320,472416256,14636601344,1248,73606
14-04 11:27:19,16.121,1.008,82.872,0,0,0,57344,219342,1530189,3802742784,788791296,472416256,14636605440,1248,73606
14-04 11:27:20,15.423,0.498,84.080,0,0,0,16384,244257,1711040,3802742784,788791296,472416256,14636605440,1248,73606
14-04 11:27:21,15.075,0.251,84.422,0.251,0,0,65536,229309,1606082,3802734592,788791296,472424448,14636605440,1248,73606
14-04 11:27:22,12.750,0.750,86.500,0,0,0,0,173647,1206084,3802734592,788791296,472424448,14636605440,1248,73606
14-04 11:27:23,14.286,0.251,85.464,0,0,0,49152,188805,1321598,3802734592,788791296,472424448,14636605440,1248,73606
14-04 11:27:24,13.819,0.503,85.678,0,0,0,0,210216,1468026,3802480640,789045248,472424448,14636605440,1248,73606
14-04 11:27:25,13.716,0.748,85.536,0,0,0,0,162260,1141361,3802480640,789045248,472424448,14636605440,1248,73606
14-04 11:27:26,14.109,1.485,84.158,0.248,0,0,16384,208368,1465743,3802476544,789045248,472428544,14636605440,1248,73606
14-04 11:27:27,15.190,0.253,84.557,0,0,0,0,241829,1690182,3802476544,789045248,472428544,14636605440,1248,73606
14-04 11:27:28,13.350,0.252,86.398,0,0,0,12288,171851,1199358,3802476544,789045248,472428544,14636605440,1248,73606
14-04 11:27:29,14.214,0.499,85.287,0,0,0,0,171817,1201439,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:30,14.214,1.247,84.539,0,0,0,4096,197465,1368570,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:31,13.750,0.250,85.750,0.250,0,0,16384,186480,1301833,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:32,12.846,0.504,86.650,0,0,0,0,172384,1203158,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:33,12.374,0.253,87.374,0,0,0,32768,168306,1178631,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:34,13.250,0.500,86.250,0,0,0,0,189152,1323920,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:35,14.070,0.754,85.176,0,0,0,0,203524,1425760,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:36,15.327,0.251,84.171,0.251,0,0,69632,243333,1690817,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:37,13.706,0.254,86.041,0,0,0,0,188410,1307258,3802472448,789045248,472428544,14636609536,1248,73606
14-04 11:27:38,14.214,0.748,85.037,0,0,0,12288,193534,1361096,3802468352,789045248,472428544,14636613632,1248,73606
14-04 11:27:39,14,0.750,85.250,0,0,0,0,182100,1265678,3802464256,789045248,472428544,14636617728,1248,73606
14-04 11:27:40,14.610,0,85.390,0,0,0,0,205771,1443266,3802464256,789045248,472428544,14636617728,1248,73606
14-04 11:27:41,13.671,0.253,85.823,0.253,0,0,77824,220777,1530462,3802464256,789045248,472428544,14636617728,1248,73606
14-04 11:27:42,10.633,0.253,89.114,0,0,0,0,185433,1300690,3802464256,789045248,472428544,14636617728,1248,73606
14-04 11:27:43,12.531,1.253,86.216,0,0,0,24576,162770,1140715,3802464256,789045248,472428544,14636617728,1248,73606
14-04 11:27:44,11.646,0.253,88.101,0,0,0,0,157446,1102734,3802460160,789045248,472428544,14636621824,1248,73606
14-04 11:27:45,16.080,1.005,82.915,0,0,0,40960,197682,1384175,3802939392,788566016,472428544,14636621824,1280,73606
14-04 11:27:46,12.531,0.752,86.717,0,0,0,0,170828,1200478,3802939392,788566016,472428544,14636621824,1280,73606
14-04 11:27:47,13.784,0.752,85.213,0.251,0,0,16384,154243,1082093,3802836992,788664320,472432640,14636621824,1280,73606
14-04 11:27:48,15.288,0.251,84.461,0,0,0,57344,196665,1365075,3802836992,788664320,472432640,14636621824,1280,73606
14-04 11:27:49,14.250,0.750,85,0,0,0,77824,170961,1201439,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:50,15.500,0.500,84,0,0,0,0,205110,1443539,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:51,14.286,0.501,85.213,0,0,0,16384,221901,1550557,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:52,13.065,0.754,86.181,0,0,0,0,192457,1341699,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:53,13.250,0.750,85.750,0.250,0,0,114688,148432,1041506,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:54,14.394,0.253,85.354,0,0,0,0,131873,934519,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:55,13.317,0.754,85.930,0,0,0,0,138498,977664,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:56,14.394,0.758,84.848,0,0,0,0,159016,1120240,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:57,14.070,0.754,85.176,0,0,0,0,187502,1323920,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:58,14.684,0,85.063,0.253,0,0,12288,201341,1405499,3802583040,788918272,472432640,14636621824,1248,73606
14-04 11:27:59,15.075,0.503,84.171,0.251,0,0,16384,231213,1611661,3802578944,788918272,472432640,14636625920,1248,73606
14-04 11:28:00,14.573,0.251,85.176,0,0,0,4096,223922,1566526,3802578944,788918272,472432640,14636625920,1248,73606
14-04 11:28:01,11.421,0.761,87.817,0,0,0,0,141879,997759,3802578944,788918272,472432640,14636625920,1248,73606
14-04 11:28:02,14.322,0.503,85.176,0,0,0,0,191662,1327055,3802578944,788918272,472432640,14636625920,1248,73606
14-04 11:28:03,15.212,0.499,84.289,0,0,0,0,194678,1361940,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:04,15.113,0.252,84.383,0.252,0,0,49152,214999,1507232,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:05,14.322,0.503,85.176,0,0,0,0,239424,1672765,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:06,15.443,0.506,84.051,0,0,0,0,155816,1097010,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:07,14.286,0.752,84.962,0,0,0,0,146119,1021535,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:08,11.646,0.506,87.848,0,0,0,0,201844,1425594,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:09,15.327,0.503,83.920,0.251,0,0,16384,237128,1650081,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:10,17.122,0.744,82.134,0,0,0,0,239368,1670176,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:11,14.322,0.503,85.176,0,0,0,49152,230714,1608799,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:12,12.750,0.750,86.500,0,0,0,0,161390,1140608,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:13,14.500,0.750,84.750,0,0,0,12288,224793,1568716,3802574848,788918272,472432640,14636630016,1248,73606
14-04 11:28:14,14.106,0.504,85.390,0,0,0,0,226078,1588431,3802570752,788918272,472432640,14636634112,1248,73606
14-04 11:28:15,13.784,0.501,85.464,0.251,0,0,20480,196119,1365435,3802566656,788918272,472432640,14636638208,1248,73606
14-04 11:28:16,13.636,0.758,85.606,0,0,0,0,198417,1383188,3802566656,788918272,472432640,14636638208,1248,73606
14-04 11:28:17,11.392,0.759,87.848,0,0,0,40960,180758,1262063,3802566656,788918272,472432640,14636638208,1248,73606
14-04 11:28:18,13.033,0.251,86.466,0.251,0,0,45056,158174,1120074,3802566656,788918272,472432640,14636638208,1248,73606
14-04 11:28:19,16.169,0.995,82.836,0,0,0,57344,161800,1123144,3802185728,789299200,472432640,14636638208,1280,73606
14-04 11:28:20,14.824,0.251,84.925,0,0,0,0,253631,1789795,3802185728,789299200,472432640,14636638208,1280,73606
14-04 11:28:21,14.861,0.504,84.635,0,0,0,49152,234239,1630492,3802185728,789299200,472436736,14636634112,1280,73606
14-04 11:28:22,13.033,0.752,86.216,0,0,0,16384,173892,1203522,3802181632,789299200,472436736,14636638208,1280,73606
14-04 11:28:23,13.165,0.253,86.329,0.253,0,0,49152,183555,1283333,3802181632,789299200,472436736,14636638208,1280,73606
14-04 11:28:24,12.091,0.252,87.657,0,0,0,0,196153,1364823,3802562560,788918272,472436736,14636638208,1280,73606
14-04 11:28:25,14.070,0.503,85.427,0,0,0,0,190162,1341153,3802562560,788918272,472436736,14636638208,1280,73606
14-04 11:28:26,14.250,0.500,85,0.250,0,0,40960,171014,1201712,3802558464,788918272,472440832,14636638208,1280,73606
14-04 11:28:27,13.534,0.501,85.965,0,0,0,0,158082,1099872,3802558464,788918272,472440832,14636638208,1280,73606
14-04 11:28:28,13.854,0.504,85.642,0,0,0,12288,173266,1204681,3802554368,788918272,472440832,14636642304,1280,73606
14-04 11:28:29,14.286,0.501,85.213,0,0,0,0,220666,1545106,3802554368,788918272,472440832,14636642304,1280,73606
14-04 11:28:30,13.671,0.506,85.823,0,0,0,4096,193073,1345067,3802554368,788918272,472440832,14636642304,1280,73606
14-04 11:28:31,14.536,0.501,84.962,0,0,0,0,228841,1588977,3802554368,788918272,472440832,14636642304,1280,73606
14-04 11:28:32,11.869,0.253,87.626,0.253,0,0,16384,190757,1344105,3802546176,788918272,472449024,14636642304,1280,73607
14-04 11:28:33,13.065,0.503,86.432,0,0,0,28672,167516,1164971,3802542080,788918272,472449024,14636646400,1280,73607
14-04 11:28:34,13.065,0.503,86.432,0,0,0,0,156794,1116625,3802542080,788918272,472449024,14636646400,1280,73607
14-04 11:28:35,13.784,0.501,85.714,0,0,0,0,181757,1282911,3802542080,788918272,472449024,14636646400,1280,73607
14-04 11:28:36,14.394,0.505,85.101,0,0,0,0,225598,1568609,3802542080,788918272,472449024,14636646400,1280,73607
14-04 11:28:37,16.296,0.247,83.210,0.247,0,0,16384,190840,1344105,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:38,12.879,0.505,86.616,0,0,0,0,142714,998412,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:39,14,1,85,0,0,0,12288,182253,1265678,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:40,15.038,0.501,84.461,0,0,0,0,199446,1405392,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:41,15.578,0.503,83.920,0,0,0,0,234000,1649808,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:42,14.824,0.503,84.422,0.251,0,0,16384,240785,1690182,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:43,15.672,0.995,83.333,0,0,0,0,241139,1687828,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:44,14.464,0.998,84.539,0,0,0,0,217633,1527689,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:45,14.214,0.748,85.037,0,0,0,4096,201977,1409033,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:46,13.283,0.501,86.216,0,0,0,0,172993,1219491,3802537984,788918272,472453120,14636646400,1280,73607
14-04 11:28:47,13.671,0.253,85.823,0.253,0,0,77824,196159,1384751,3802537984,788918272,472453120,14636646400,1280,73606
14-04 11:28:48,15.288,0.501,84.211,0,0,0,28672,203833,1408634,3802537984,788918272,472453120,14636646400,1280,73606
14-04 11:28:49,17.866,0.744,81.390,0,0,0,77824,223411,1565474,3802787840,788664320,472453120,14636650496,1280,73606
14-04 11:28:50,12.977,0.254,86.768,0,0,0,0,202936,1425760,3802787840,788664320,472453120,14636650496,1280,73606
14-04 11:28:51,12.500,1,86.500,0,0,0,0,179879,1246456,3802783744,788664320,472453120,14636654592,1280,73606
14-04 11:28:52,13.602,0.252,85.894,0.252,0,0,49152,218635,1526454,3802783744,788664320,472457216,14636650496,1280,73606
14-04 11:28:53,14.573,0.503,84.925,0,0,0,81920,228671,1588580,3802775552,788664320,472457216,14636658688,1280,73606
14-04 11:28:54,14.861,0.504,84.635,0,0,0,0,246193,1708323,3802775552,788664320,472457216,14636658688,1280,73606
14-04 11:28:55,13.033,0.251,86.717,0,0,0,0,187338,1304604,3802775552,788664320,472457216,14636658688,1280,73606
14-04 11:28:56,13.602,0.504,85.894,0,0,0,0,196919,1383699,3802775552,788664320,472457216,14636658688,1280,73606
14-04 11:28:57,13.568,0.251,85.930,0.251,0,0,36864,172341,1201985,3802771456,788664320,472461312,14636658688,1280,73606
14-04 11:28:58,14.322,1.005,84.673,0,0,0,0,225483,1568298,3802771456,788664320,472461312,14636658688,1280,73606
14-04 11:28:59,13.033,0.501,86.216,0.251,0,0,12288,173351,1204446,3802771456,788664320,472461312,14636658688,1280,73606
14-04 11:29:00,15.789,0.752,83.459,0,0,0,4096,230667,1608106,3802771456,788664320,472461312,14636658688,1280,73606
14-04 11:29:01,14.750,0.500,84.750,0,0,0,0,212316,1488882,3802771456,788664320,472461312,14636658688,1280,73606
14-04 11:29:02,12.563,0.251,87.186,0,0,0,0,169115,1179326,3802771456,788664320,472461312,14636658688,1280,73606
14-04 11:29:03,11.809,0.503,87.437,0.251,0,0,36864,177610,1224247,3802767360,788664320,472465408,14636658688,1280,73606
14-04 11:29:04,11.970,0.998,87.032,0,0,0,32768,168394,1181344,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:05,13.317,0.503,86.181,0,0,0,0,190978,1344015,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:06,13.716,0.499,85.786,0,0,0,0,184925,1300963,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:07,14.286,0.251,85.464,0,0,0,0,198565,1387613,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:08,14.861,0.756,84.383,0,0,0,0,214983,1505542,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:09,12.879,0.505,86.364,0.253,0,0,16384,171675,1200959,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:10,13.350,1.008,85.642,0,0,0,0,188047,1306414,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:11,14.888,0.496,84.615,0,0,0,0,206509,1443266,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:12,14.106,0.252,85.642,0,0,0,0,210922,1486864,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:13,11.839,0.756,87.406,0,0,0,12288,172775,1205918,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:14,11.450,0.254,88.295,0,0,0,0,150814,1075405,3802763264,788664320,472465408,14636662784,1280,73606
14-04 11:29:15,14.039,0.493,85.222,0.246,0,0,20480,155150,1083145,3802755072,788664320,472469504,14636666880,1280,73606
14-04 11:29:16,14.899,0.253,84.848,0,0,0,0,226582,1585569,3802755072,788664320,472469504,14636666880,1280,73606
14-04 11:29:17,13.819,0.503,85.678,0,0,0,0,205366,1428622,3802755072,788664320,472469504,14636666880,1280,73606
14-04 11:29:18,13.534,1.003,85.464,0,0,0,28672,215453,1504750,3802750976,788664320,472469504,14636670976,1280,73606
14-04 11:29:19,13.131,1.010,85.859,0,0,0,57344,193470,1347903,3802533888,788881408,472469504,14636670976,1280,73606
14-04 11:29:20,15.038,0.251,84.712,0,0,0,49152,239319,1668150,3802492928,788918272,472473600,14636670976,1280,73606
14-04 11:29:21,13.433,0.746,85.821,0,0,0,0,188456,1324920,3802492928,788918272,472473600,14636670976,1280,73606
14-04 11:29:22,14.106,0.504,85.390,0,0,0,0,171483,1199123,3802492928,788918272,472473600,14636670976,1280,73606
14-04 11:29:23,12.250,0.250,87.250,0.250,0,0,102400,192943,1344254,3802492928,788918272,472473600,14636670976,1280,73606
14-04 11:29:24,14.888,0.993,84.119,0,0,0,57344,204571,1427789,3802619904,788791296,472473600,14636670976,1280,73606
14-04 11:29:25,15.250,0.250,84.500,0,0,0,16384,213168,1488890,3802619904,788791296,472473600,14636670976,1280,73606
14-04 11:29:26,15.288,0.501,84.211,0,0,0,0,222550,1547215,3802615808,788791296,472473600,14636675072,1280,73606
14-04 11:29:27,13.350,0.504,86.146,0,0,0,0,194664,1345343,3802615808,788791296,472473600,14636675072,1280,73606
14-04 11:29:28,13.671,0.506,85.823,0,0,0,16384,226756,1587522,3802615808,788791296,472473600,14636675072,1280,73606
14-04 11:29:29,15.461,0.249,84.289,0,0,0,24576,255893,1789795,3802611712,788791296,472473600,14636679168,1280,73606
14-04 11:29:30,14.824,0.503,84.673,0,0,0,4096,241212,1692557,3802611712,788791296,472473600,14636679168,1280,73606
14-04 11:29:31,15.711,0.499,83.541,0.249,0,0,32768,217192,1508860,3802611712,788791296,472473600,14636679168,1280,73606
14-04 11:29:32,13.350,0.252,86.398,0,0,0,0,181704,1283184,3802611712,788791296,472473600,14636679168,1280,73606
14-04 11:29:33,15.250,0.750,84,0,0,0,0,232746,1630339,3802611712,788791296,472473600,14636679168,1280,73606
14-04 11:29:34,13.965,0.998,84.788,0.249,0,0,28672,156025,1099119,3802611712,788791296,472473600,14636679168,1280,73606
14-04 11:29:35,14.573,0.503,84.925,0,0,0,0,200837,1402530,3802611712,788791296,472473600,14636679168,1280,73603
14-04 11:29:36,13.466,0.499,86.035,0,0,0,16384,172980,1205811,3802611712,788791296,472473600,14636679168,1280,73603
14-04 11:29:37,11.335,0.504,88.161,0,0,0,0,168855,1197340,3802611712,788791296,472473600,14636679168,1280,73603
14-04 11:29:38,13.033,0.501,86.466,0,0,0,0,171794,1201858,3802611712,788791296,472473600,14636679168,1280,73602
14-04 11:29:39,14,0.500,85.500,0,0,0,0,168845,1165348,3802611712,788791296,472473600,14636679168,1280,73602
14-04 11:29:40,15.250,0.500,84.250,0,0,0,0,236448,1666077,3802611712,788791296,472473600,14636679168,1280,73602
14-04 11:29:41,15.365,0.504,84.131,0,0,0,0,231584,1629440,3802611712,788791296,472473600,14636679168,1280,73602
14-04 11:29:42,13.033,0.251,86.466,0.251,0,0,16384,173003,1202855,3802611712,788791296,472473600,14636679168,1280,73602
14-04 11:29:43,16,0.250,83.750,0,0,0,12288,229856,1610898,3802607616,788791296,472473600,14636683264,1280,73602
14-04 11:29:44,13.065,0.754,86.181,0,0,0,0,191292,1341153,3802603520,788791296,472473600,14636687360,1280,73602
14-04 11:29:45,14.536,0.752,84.712,0,0,0,0,196551,1368297,3811475456,779919360,472473600,14636687360,1280,73608
14-04 11:29:46,14.750,1,84.250,0,0,0,40960,220637,1545379,3803365376,788029440,472473600,14636687360,1280,73602
14-04 11:29:47,14.428,0.498,85.075,0,0,0,0,182976,1283184,3803365376,788029440,472473600,14636687360,1280,73602
14-04 11:29:48,14.937,0.253,84.304,0.506,0,0,69632,200013,1406632,3803365376,788029440,472473600,14636687360,1280,73602
14-04 11:29:49,17.588,0.503,81.910,0,0,0,77824,259337,1812453,3802992640,788402176,472473600,14636687360,1280,73602
14-04 11:29:50,15.960,0.499,83.541,0,0,0,0,262686,1832367,3802984448,788410368,472473600,14636687360,1280,73602
14-04 11:29:51,15.960,0.249,83.791,0,0,0,0,239614,1670176,3802984448,788410368,472473600,14636687360,1280,73602
14-04 11:29:52,13.250,0.500,86.250,0,0,0,0,174144,1222080,3802984448,788410368,472473600,14636687360,1280,73602
14-04 11:29:53,13.131,0.758,85.859,0.253,0,0,102400,163601,1140796,3802976256,788410368,472481792,14636687360,1280,73602
14-04 11:29:54,11.839,0.756,87.406,0,0,0,16384,170713,1201439,3802976256,788410368,472481792,14636687360,1280,73602
14-04 11:29:55,14.322,0.503,85.176,0,0,0,0,206766,1429950,3802972160,788410368,472481792,14636691456,1280,73602
14-04 11:29:56,13.283,0.501,86.216,0,0,0,0,196308,1380834,3802972160,788410368,472481792,14636691456,1280,73602
14-04 11:29:57,16.377,0.496,83.127,0,0,0,0,249689,1735470,3802972160,788410368,472481792,14636691456,1280,73602
14-04 11:29:58,13.854,0.504,85.390,0.252,0,0,40960,166201,1178677,3802972160,788410368,472481792,14636691456,1280,73602
14-04 11:29:59,13.217,0.499,86.035,0.249,0,0,118784,159458,1121959,3802972160,788410368,472481792,14636691456,1280,73602
14-04 11:30:00,15.789,0.251,83.960,0,0,0,4096,238728,1688461,3802972160,788410368,472481792,14636691456,1280,73602
14-04 11:30:01,13,0.500,86.500,0,0,0,0,198672,1389123,3802972160,788410368,472481792,14636691456,1280,73602
14-04 11:30:02,14.536,0.251,85.213,0,0,0,0,217450,1523228,3802968064,788410368,472481792,14636695552,1280,73602
14-04 11:30:03,14.250,0.750,84.750,0.250,0,0,28672,206455,1446547,3802963968,788410368,472485888,14636695552,1280,73602
14-04 11:30:04,14.394,0.253,85.354,0,0,0,28672,229695,1609072,3802963968,788410368,472485888,14636695552,1280,73602
14-04 11:30:05,14.677,0.249,85.075,0,0,0,0,177288,1243292,3802963968,788410368,472485888,14636695552,1280,73602
14-04 11:30:06,13.854,0.756,85.390,0,0,0,0,215195,1508977,3802963968,788410368,472485888,14636695552,1280,73602
14-04 11:30:07,13.784,1.253,84.962,0,0,0,0,202474,1425760,3802963968,788410368,472485888,14636695552,1280,73602
14-04 11:30:08,13.750,0.750,85.250,0.250,0,0,16384,167326,1178901,3802955776,788410368,472485888,14636703744,1280,73602
