"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_3_run.csv",,,,"Date:","14 Apr 2020 09:58:04 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 10:04:46,14.861,1.008,83.879,0.252,0,0,49152,210722,1483724,3804446720,793387008,469049344,14635024384,1312,73606
14-04 10:04:47,11.750,0.750,87.250,0.250,0,0,28672,177872,1262303,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:48,15.327,0.754,83.920,0,0,0,0,241008,1689714,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:49,16.121,0,83.879,0,0,0,0,258498,1811862,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:50,13.784,0.251,85.965,0,0,0,20480,172512,1221480,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:51,13.819,0.754,85.427,0,0,0,0,209568,1467010,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:52,15.789,0.251,83.709,0.251,0,0,28672,247313,1732199,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:53,15.113,0.504,84.383,0,0,0,12288,223189,1567421,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:54,14.286,0.752,84.962,0,0,0,0,189965,1343773,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:55,14.750,0.250,85,0,0,0,0,205708,1462919,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:56,13.350,0.756,85.894,0,0,0,12288,211671,1507003,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:57,11.587,0.252,87.909,0.252,0,0,61440,171013,1204393,3804442624,793387008,469049344,14635028480,1312,73606
14-04 10:04:58,15.327,0.503,84.171,0,0,0,53248,210907,1487231,3804438528,793387008,469049344,14635032576,1312,73606
14-04 10:04:59,15.750,0.500,83.750,0,0,0,0,207504,1461864,3804438528,793387008,469049344,14635032576,1312,73606
14-04 10:05:00,14.888,0.496,84.615,0,0,0,0,225107,1587924,3804438528,793387008,469049344,14635032576,1312,73606
14-04 10:05:01,13.819,1.005,85.176,0,0,0,0,212718,1506492,3804438528,793387008,469049344,14635032576,1312,73606
14-04 10:05:02,13.602,0.504,85.894,0,0,0,20480,196713,1384183,3804438528,793387008,469053440,14635028480,1312,73606
14-04 10:05:03,15.750,0.250,83.750,0.250,0,0,16384,255602,1791772,3804434432,793387008,469053440,14635032576,1312,73606
14-04 10:05:04,15.829,0.503,83.668,0,0,0,20480,236631,1669089,3804307456,793513984,469053440,14635032576,1312,73606
14-04 10:05:05,12.183,0.508,87.310,0,0,0,0,174452,1224426,3804307456,793513984,469053440,14635032576,1312,73606
14-04 10:05:06,11.839,0.504,87.657,0,0,0,0,169972,1199585,3804307456,793513984,469053440,14635032576,1312,73606
14-04 10:05:07,11.809,1.256,86.935,0,0,0,12288,155904,1098387,3804307456,793513984,469053440,14635032576,1312,73606
14-04 10:05:08,13.317,0.503,85.930,0.251,0,0,98304,154505,1081563,3804299264,793513984,469057536,14635036672,1312,73606
14-04 10:05:09,15,0.750,84.250,0,0,0,0,206457,1445686,3804299264,793513984,469057536,14635036672,1312,73606
14-04 10:05:10,12.814,0.503,86.683,0,0,0,0,173544,1221480,3804299264,793513984,469057536,14635036672,1312,73606
14-04 10:05:11,13.889,0.253,85.859,0,0,0,4096,171882,1212062,3804299264,793513984,469057536,14635036672,1312,73606
14-04 10:05:12,13.534,0.501,85.965,0,0,0,28672,177460,1249324,3804299264,793513984,469057536,14635036672,1312,73606
14-04 10:05:13,14.322,0.754,84.673,0.251,0,0,28672,235766,1651855,3804286976,793513984,469065728,14635040768,1312,73606
14-04 10:05:14,17.955,0.499,81.546,0,0,0,61440,240357,1689446,3803652096,794148864,469065728,14635040768,1280,73606
14-04 10:05:15,12.846,0.504,86.650,0,0,0,0,207879,1466044,3803652096,794148864,469065728,14635040768,1280,73606
14-04 10:05:16,13.165,0.506,86.329,0,0,0,0,153382,1096475,3803652096,794148864,469065728,14635040768,1280,73606
14-04 10:05:17,13.184,0.249,86.567,0,0,0,0,179147,1265202,3803648000,794148864,469065728,14635044864,1280,73606
14-04 10:05:18,16.541,0.251,82.957,0.251,0,0,77824,239255,1686712,3803639808,794148864,469073920,14635044864,1280,73606
14-04 10:05:19,14.430,0.759,84.810,0,0,0,0,228383,1591770,3803639808,794148864,469073920,14635044864,1280,73606
14-04 10:05:20,14.179,0.498,85.323,0,0,0,20480,192444,1343839,3803639808,794148864,469073920,14635044864,1280,73606
14-04 10:05:21,14.070,0.251,85.678,0,0,0,0,206882,1463007,3803639808,794148864,469073920,14635044864,1280,73606
14-04 10:05:22,12.343,0.252,87.406,0,0,0,0,165832,1163282,3803639808,794148864,469073920,14635044864,1280,73606
14-04 10:05:23,15.288,0.501,83.960,0.251,0,0,28672,221499,1566678,3803885568,793894912,469082112,14635044864,1280,73606
14-04 10:05:24,12.879,0.253,86.869,0,0,0,0,187679,1340771,3803885568,793894912,469082112,14635044864,1280,73606
14-04 10:05:25,14.536,0.501,84.962,0,0,0,0,198871,1407559,3803885568,793894912,469082112,14635044864,1280,73606
14-04 10:05:26,14.070,0.251,85.678,0,0,0,12288,190539,1341640,3803885568,793894912,469082112,14635044864,1280,73606
14-04 10:05:27,14.536,0.501,84.962,0,0,0,0,195091,1366989,3803885568,793894912,469082112,14635044864,1280,73606
14-04 10:05:28,14.070,0.754,85.176,0,0,0,0,205788,1445418,3803885568,793894912,469082112,14635044864,1280,73606
14-04 10:05:29,16,0.500,83.250,0.250,0,0,28672,235660,1666499,3803885568,793894912,469090304,14635036672,1280,73606
14-04 10:05:30,13.165,0.506,86.329,0,0,0,0,190650,1343628,3803877376,793894912,469090304,14635044864,1280,73606
14-04 10:05:31,13.889,0.758,85.101,0.253,0,0,45056,193175,1364830,3803877376,793894912,469090304,14635044864,1280,73606
14-04 10:05:32,11.196,0.509,88.295,0,0,0,8192,159513,1121849,3803877376,793894912,469090304,14635044864,1280,73606
14-04 10:05:33,13.384,0.253,86.364,0,0,0,0,185412,1320145,3803869184,793894912,469090304,14635053056,1280,73606
14-04 10:05:34,14.646,0.505,84.848,0,0,0,57344,212331,1488991,3803987968,793767936,469098496,14635053056,1280,73606
14-04 10:05:35,14.250,0.750,85,0,0,0,0,166683,1177907,3803987968,793767936,469098496,14635053056,1280,73606
14-04 10:05:36,13.250,0.750,86,0,0,0,0,160293,1122547,3803987968,793767936,469098496,14635053056,1280,73606
14-04 10:05:37,14.713,0.499,84.539,0.249,0,0,12288,116748,833079,3803987968,793767936,469098496,14635053056,1280,73606
14-04 10:05:38,15.288,0.752,83.960,0,0,0,12288,180495,1264962,3803987968,793767936,469098496,14635053056,1280,73606
14-04 10:05:39,14.899,0.505,84.596,0,0,0,118784,226377,1586903,3803979776,793767936,469106688,14635053056,1280,73606
14-04 10:05:40,15.288,0.752,83.960,0,0,0,0,198049,1402113,3803979776,793767936,469106688,14635053056,1280,73606
14-04 10:05:41,17.750,1,81.250,0,0,0,40960,207066,1449898,3805122560,792625152,469106688,14635053056,1280,73606
14-04 10:05:42,14.358,0.504,85.139,0,0,0,53248,172279,1221535,3805122560,792625152,469106688,14635053056,1280,73606
14-04 10:05:43,14.070,0.503,85.427,0,0,0,0,131688,932590,3805118464,792625152,469106688,14635057152,1280,73606
14-04 10:05:44,16.459,1.247,81.796,0.499,0,0,110592,161434,1140316,3804479488,793260032,469110784,14635057152,1280,73606
14-04 10:05:45,13.930,0.249,85.821,0,0,0,0,153938,1081831,3804479488,793260032,469110784,14635057152,1280,73606
14-04 10:05:46,13.534,0.752,85.714,0,0,0,0,127550,912985,3804479488,793260032,469110784,14635057152,1280,73606
14-04 10:05:47,14.937,0.506,84.557,0,0,0,49152,196896,1368143,3804479488,793260032,469110784,14635057152,1280,73606
14-04 10:05:48,15,0.500,84.500,0,0,0,0,205921,1444574,3804475392,793260032,469110784,14635061248,1280,73606
14-04 10:05:49,13.568,0.754,85.427,0.251,0,0,69632,219848,1564441,3804475392,793260032,469110784,14635061248,1280,73606
14-04 10:05:50,14.141,0.505,85.354,0,0,0,12288,151576,1061741,3804475392,793260032,469110784,14635061248,1280,73606
14-04 10:05:51,13.819,1.256,84.925,0,0,0,0,197518,1403079,3804475392,793260032,469110784,14635061248,1280,73606
14-04 10:05:52,14.750,0.750,84.500,0,0,0,0,214008,1505365,3804475392,793260032,469110784,14635061248,1280,73606
14-04 10:05:53,14.035,0.752,85.213,0,0,0,24576,220919,1547208,3804471296,793260032,469110784,14635065344,1280,73606
14-04 10:05:54,15.711,0.499,83.541,0.249,0,0,28672,204634,1445150,3804471296,793260032,469110784,14635065344,1280,73606
14-04 10:05:55,15.075,0.754,84.171,0,0,0,0,184318,1285679,3804471296,793260032,469110784,14635065344,1280,73606
14-04 10:05:56,17.293,0.501,82.206,0,0,0,24576,182611,1300566,3804471296,793260032,469110784,14635065344,1280,73606
14-04 10:05:57,18.546,1.003,80.451,0,0,0,0,129511,916485,3804471296,793260032,469110784,14635065344,1280,73606
14-04 10:05:58,17.975,1.013,81.013,0,0,0,28672,112866,793962,3804467200,793260032,469110784,14635069440,1280,73606
14-04 10:05:59,18.622,0.510,80.612,0.255,0,0,16384,134101,940169,3804467200,793260032,469110784,14635069440,1280,73606
14-04 10:06:00,17.043,1.003,81.955,0,0,0,0,107699,769903,3804467200,793260032,469110784,14635069440,1280,73606
14-04 10:06:01,18.687,0.505,80.808,0,0,0,0,106821,754389,3804467200,793260032,469110784,14635069440,1280,73606
14-04 10:06:02,20.101,0.754,79.146,0,0,0,0,125240,874397,3804467200,793260032,469110784,14635069440,1280,73606
14-04 10:06:03,18.750,0.500,80.750,0,0,0,0,164444,1142905,3804467200,793260032,469110784,14635069440,1280,73606
14-04 10:06:04,15.385,0.496,83.623,0.496,0,0,57344,215625,1526582,3804631040,793096192,469114880,14635065344,1280,73606
14-04 10:06:05,13.534,0.752,85.714,0,0,0,0,191939,1363897,3804590080,793133056,469114880,14635069440,1280,73606
14-04 10:06:06,14.851,0.743,84.406,0,0,0,0,222323,1564709,3804590080,793133056,469114880,14635069440,1280,73606
14-04 10:06:07,14.899,1.010,84.091,0,0,0,12288,186124,1306275,3804590080,793133056,469114880,14635069440,1280,73606
14-04 10:06:08,15.711,0.748,83.541,0,0,0,0,169702,1199499,3804585984,793133056,469114880,14635073536,1280,73606
14-04 10:06:09,14.713,0.998,84.289,0,0,0,0,227028,1607048,3804585984,793133056,469114880,14635073536,1280,73606
14-04 10:06:10,14.286,1.003,84.461,0.251,0,0,49152,146084,1021601,3804459008,793260032,469114880,14635073536,1280,73606
14-04 10:06:11,14.358,0.756,84.887,0,0,0,4096,152631,1078641,3804459008,793260032,469114880,14635073536,1280,73606
14-04 10:06:12,14.750,0.500,84.750,0,0,0,28672,231219,1626158,3804459008,793260032,469114880,14635073536,1280,73606
14-04 10:06:13,15.038,1.003,83.960,0,0,0,0,180078,1262196,3804459008,793260032,469114880,14635073536,1280,73606
14-04 10:06:14,15.990,0.254,83.756,0,0,0,36864,201813,1407291,3804086272,793632768,469114880,14635073536,1248,73606
14-04 10:06:15,14.428,0.498,84.826,0.249,0,0,16384,199889,1404970,3804200960,793513984,469118976,14635073536,1248,73606
14-04 10:06:16,16.129,0.744,83.127,0,0,0,0,249810,1750788,3804200960,793513984,469118976,14635073536,1248,73606
14-04 10:06:17,14.430,0,85.570,0,0,0,49152,229917,1608428,3804200960,793513984,469118976,14635073536,1248,73606
14-04 10:06:18,10.380,0.253,89.367,0,0,0,0,172378,1218623,3804200960,793513984,469118976,14635073536,1248,73606
14-04 10:06:19,13.965,0.998,85.037,0,0,0,0,216840,1526850,3804200960,793513984,469118976,14635073536,1248,73606
14-04 10:06:20,12.405,0.506,86.835,0.253,0,0,16384,176442,1241838,3804200960,793513984,469118976,14635073536,1248,73606
14-04 10:06:21,12.846,0.504,86.650,0,0,0,0,158842,1119422,3804200960,793513984,469118976,14635073536,1248,73606
14-04 10:06:22,11.421,0.508,88.071,0,0,0,0,156876,1102564,3804200960,793513984,469118976,14635073536,1248,73606
14-04 10:06:23,14.322,1.005,84.673,0,0,0,77824,218966,1548430,3803947008,793767936,469118976,14635073536,1248,73606
14-04 10:06:24,14.179,0.746,85.075,0,0,0,0,131484,936468,3803947008,793767936,469118976,14635073536,1248,73606
14-04 10:06:25,14.179,0.746,84.826,0.249,0,0,16384,193060,1362663,3804061696,793640960,469123072,14635081728,1248,73606
14-04 10:06:26,15.960,0.499,83.541,0,0,0,4096,266406,1871126,3804061696,793640960,469123072,14635081728,1248,73606
14-04 10:06:27,15.075,0.503,84.422,0,0,0,20480,248941,1733394,3804061696,793640960,469123072,14635081728,1248,73606
14-04 10:06:28,13.350,0.504,85.894,0.252,0,0,28672,185126,1320145,3804057600,793640960,469123072,14635085824,1248,73606
14-04 10:06:29,13.924,0,86.076,0,0,0,0,192565,1346485,3804057600,793640960,469123072,14635085824,1248,73606
14-04 10:06:30,14.750,0.750,84.250,0.250,0,0,40960,183721,1300323,3804053504,793640960,469127168,14635085824,1248,73606
14-04 10:06:31,12.405,0.506,87.089,0,0,0,0,179466,1262196,3804053504,793640960,469127168,14635085824,1248,73606
14-04 10:06:32,13.500,0.500,86,0,0,0,57344,159085,1121476,3804053504,793640960,469127168,14635085824,1248,73607
14-04 10:06:33,13.033,0.251,86.717,0,0,0,0,199711,1403113,3804053504,793640960,469127168,14635085824,1248,73607
14-04 10:06:34,14.536,0.251,85.213,0,0,0,40960,220251,1546851,3803922432,793767936,469127168,14635085824,1248,73607
14-04 10:06:35,14.214,0.499,85.287,0,0,0,49152,200613,1405059,3803914240,793767936,469135360,14635085824,1248,73607
14-04 10:06:36,12.374,0.253,87.374,0,0,0,0,168523,1184465,3803914240,793767936,469135360,14635085824,1248,73607
14-04 10:06:37,15.099,0,84.653,0.248,0,0,53248,196480,1383688,3803914240,793767936,469135360,14635085824,1248,73607
14-04 10:06:38,13.350,0.252,86.398,0,0,0,0,186670,1320413,3803914240,793767936,469135360,14635085824,1248,73607
14-04 10:06:39,15.250,0.750,84,0,0,0,0,194669,1364739,3803914240,793767936,469135360,14635085824,1248,73607
14-04 10:06:40,14.394,0.505,85.101,0,0,0,0,173823,1223584,3803914240,793767936,469135360,14635085824,1248,73607
14-04 10:06:41,15.288,1.003,83.709,0,0,0,20480,162203,1140827,3803906048,793767936,469143552,14635085824,1248,73607
14-04 10:06:42,15.672,0.249,83.831,0.249,0,0,32768,181406,1282661,3803906048,793767936,469143552,14635085824,1248,73607
14-04 10:06:43,14.500,0.500,85,0,0,0,8192,156181,1099187,3803906048,793767936,469143552,14635085824,1248,73607
14-04 10:06:44,16.709,0.506,82.785,0,0,0,36864,128451,913398,3804581888,793124864,469143552,14635053056,1280,73607
14-04 10:06:45,14.500,0.750,84.750,0,0,0,0,167021,1183353,3804663808,793006080,469143552,14635089920,1280,73607
14-04 10:06:46,15.365,0.756,83.879,0,0,0,16384,177297,1242106,3804663808,793006080,469143552,14635089920,1280,73607
14-04 10:06:47,14.322,0.754,84.673,0.251,0,0,53248,174638,1221481,3804659712,793006080,469143552,14635094016,1280,73607
14-04 10:06:48,13.098,0,86.902,0,0,0,0,148791,1055904,3804659712,793006080,469143552,14635094016,1280,73607
14-04 10:06:49,14.536,0.752,84.712,0,0,0,12288,160490,1122547,3804659712,793006080,469143552,14635094016,1280,73607
14-04 10:06:50,15.365,0.252,84.383,0,0,0,0,158110,1116833,3804659712,793006080,469143552,14635094016,1280,73607
14-04 10:06:51,16.919,0.505,82.576,0,0,0,0,110051,776193,3804659712,793006080,469143552,14635094016,1280,73607
14-04 10:06:52,16.709,0.506,82.532,0.253,0,0,32768,82643,590489,3804655616,793006080,469147648,14635094016,1280,73607
14-04 10:06:53,16.792,0.752,82.456,0,0,0,12288,91374,651456,3804651520,793006080,469147648,14635098112,1280,73607
14-04 10:06:54,18.610,0.744,80.645,0,0,0,61440,89319,632512,3804651520,793006080,469147648,14635098112,1280,73607
14-04 10:06:55,18.939,0.505,80.556,0,0,0,20480,109480,789959,3804651520,793006080,469147648,14635098112,1280,73607
14-04 10:06:56,18.892,1.008,80.101,0,0,0,4096,100007,713309,3804651520,793006080,469147648,14635098112,1280,73607
14-04 10:06:57,17.557,0.509,81.679,0.254,0,0,16384,100033,712408,3804647424,793006080,469151744,14635098112,1280,73607
14-04 10:06:58,18.593,0.754,80.653,0,0,0,32768,93286,654623,3804647424,793006080,469151744,14635098112,1280,73607
14-04 10:06:59,17.215,0.759,82.025,0,0,0,16384,91369,651311,3804643328,793006080,469151744,14635102208,1280,73607
14-04 10:07:00,16.031,0.763,83.206,0,0,0,0,96656,692049,3804643328,793006080,469151744,14635102208,1280,73607
14-04 10:07:01,19.451,0.748,79.800,0,0,0,12288,103947,731351,3804643328,793006080,469151744,14635102208,1280,73607
14-04 10:07:02,19.241,1.013,79.494,0.253,0,0,28672,125657,875241,3804639232,793006080,469155840,14635102208,1280,73607
14-04 10:07:03,17.975,1.013,81.013,0,0,0,0,106046,734992,3804639232,793006080,469155840,14635102208,1280,73607
14-04 10:07:04,19.154,1.244,79.602,0,0,0,45056,96762,690367,3804893184,792752128,469155840,14635102208,1280,73607
14-04 10:07:05,17.207,0.998,81.796,0,0,0,0,105382,752194,3804893184,792752128,469155840,14635102208,1280,73607
14-04 10:07:06,17.172,0.758,82.071,0,0,0,0,90656,634798,3804893184,792752128,469155840,14635102208,1280,73607
14-04 10:07:07,16.250,0.500,83.250,0,0,0,20480,202544,1424453,3804889088,792752128,469155840,14635106304,1280,73607
14-04 10:07:08,12.782,0.501,86.466,0.251,0,0,49152,185188,1302644,3804884992,792752128,469159936,14635106304,1280,73607
14-04 10:07:09,12.718,0.499,86.783,0,0,0,0,183657,1303180,3804884992,792752128,469159936,14635106304,1280,73607
14-04 10:07:10,13.317,0.503,86.181,0,0,0,0,180444,1282554,3804884992,792752128,469159936,14635106304,1280,73607
14-04 10:07:11,14,1,85,0,0,0,4096,213014,1505648,3804884992,792752128,469159936,14635106304,1280,73607
14-04 10:07:12,12.500,0.750,86.750,0,0,0,28672,160025,1122993,3804880896,792752128,469159936,14635110400,1280,73607
14-04 10:07:13,13.283,0.251,86.216,0.251,0,0,16384,145016,1033828,3804876800,792752128,469164032,14635110400,1280,73607
14-04 10:07:14,15.461,1.496,83.042,0,0,0,36864,171255,1203979,3804622848,793006080,469164032,14635110400,1280,73607
14-04 10:07:15,13,0.250,86.750,0,0,0,0,169630,1198265,3804622848,793006080,469164032,14635110400,1280,73607
14-04 10:07:16,12.438,0.746,86.816,0,0,0,0,157448,1102189,3804622848,793006080,469164032,14635110400,1280,73607
14-04 10:07:17,11.587,0.504,87.909,0,0,0,53248,152176,1076263,3804622848,793006080,469164032,14635110400,1280,73607
14-04 10:07:18,13.500,1,85.500,0,0,0,0,167997,1180764,3804618752,793006080,469164032,14635114496,1280,73607
14-04 10:07:19,14.640,0.496,84.615,0.248,0,0,16384,214854,1506492,3804618752,793006080,469164032,14635114496,1280,73607
14-04 10:07:20,13.500,0.750,85.750,0,0,0,0,168839,1183353,3804618752,793006080,469164032,14635114496,1280,73607
14-04 10:07:21,12.782,0.752,86.466,0,0,0,0,182011,1279965,3804618752,793006080,469164032,14635114496,1280,73607
14-04 10:07:22,12.846,0.504,86.650,0,0,0,0,149678,1042316,3804618752,793006080,469164032,14635114496,1280,73607
14-04 10:07:23,13.217,0.998,85.786,0,0,0,12288,177602,1258493,3804364800,793260032,469164032,14635114496,1280,73607
14-04 10:07:24,14.963,0.249,84.788,0,0,0,0,219359,1528084,3804364800,793260032,469164032,14635114496,1280,73607
14-04 10:07:25,12.879,0.505,86.364,0.253,0,0,16384,220075,1545974,3804360704,793260032,469168128,14635114496,1280,73607
14-04 10:07:26,14.358,0.252,85.390,0,0,0,4096,233869,1632276,3804360704,793260032,469168128,14635114496,1280,73607
14-04 10:07:27,15.881,0.744,83.375,0,0,0,0,186366,1320414,3804360704,793260032,469168128,14635114496,1280,73607
14-04 10:07:28,13.924,0.506,85.570,0,0,0,0,201388,1425247,3804356608,793260032,469168128,14635118592,1280,73607
14-04 10:07:29,15.578,0.503,83.920,0,0,0,28672,222044,1571176,3804356608,793260032,469168128,14635118592,1280,73607
14-04 10:07:30,13.098,0.252,86.398,0.252,0,0,77824,218086,1543598,3804356608,793260032,469168128,14635118592,1280,73607
14-04 10:07:31,13.682,0.498,85.821,0,0,0,0,194028,1365129,3804356608,793260032,469168128,14635118592,1280,73607
14-04 10:07:32,12.968,0.998,86.035,0,0,0,0,203163,1426920,3804356608,793260032,469168128,14635118592,1280,73607
14-04 10:07:33,12.594,0.504,86.902,0,0,0,0,185115,1302644,3804356608,793260032,469168128,14635118592,1280,73607
14-04 10:07:34,13.065,0.503,86.432,0,0,0,40960,162195,1140316,3804672000,792944640,469168128,14635118592,1280,73607
14-04 10:07:35,13.784,0.501,85.464,0.251,0,0,40960,182364,1282554,3804606464,793006080,469168128,14635122688,1280,73607
14-04 10:07:36,13.682,0.995,85.323,0,0,0,49152,166797,1180496,3804606464,793006080,469168128,14635122688,1280,73607
14-04 10:07:37,12.250,0.500,87.250,0,0,0,0,169568,1199692,3804598272,793006080,469168128,14635130880,1280,73607
14-04 10:07:38,14.963,0.748,84.289,0,0,0,53248,241864,1688662,3804598272,793006080,469168128,14635130880,1280,73607
14-04 10:07:39,14.179,0.249,85.572,0,0,0,0,201071,1407291,3804598272,793006080,469168128,14635130880,1280,73607
14-04 10:07:40,11.139,0.253,88.608,0,0,0,0,179958,1262196,3804598272,793006080,469168128,14635130880,1280,73607
14-04 10:07:41,14.646,1.010,83.838,0.505,0,0,135168,199224,1402892,3804848128,792752128,469172224,14635130880,1280,73607
14-04 10:07:42,13.065,0.754,86.181,0,0,0,0,202333,1427918,3804848128,792752128,469172224,14635130880,1280,73607
14-04 10:07:43,12.312,0.503,87.186,0,0,0,0,206944,1446708,3804844032,792752128,469172224,14635134976,1280,73607
14-04 10:07:44,13.384,0.758,85.859,0,0,0,36864,198503,1400790,3804590080,793006080,469172224,14635134976,1280,73607
14-04 10:07:45,13.283,0.501,86.216,0,0,0,0,183882,1302912,3804590080,793006080,469172224,14635134976,1280,73607
14-04 10:07:46,10.886,0.759,88.354,0,0,0,0,156344,1102189,3804590080,793006080,469172224,14635134976,1280,73607
14-04 10:07:47,13.250,0.500,86,0.250,0,0,65536,165910,1178095,3804585984,793006080,469176320,14635134976,1280,73607
14-04 10:07:48,13.400,0.744,85.856,0,0,0,0,172130,1204069,3804585984,793006080,469176320,14635134976,1280,73607
14-04 10:07:49,13.568,0.503,85.930,0,0,0,0,182826,1282554,3804585984,793006080,469176320,14635134976,1280,73607
14-04 10:07:50,12.312,0.503,87.186,0,0,0,0,178887,1261928,3804585984,793006080,469176320,14635134976,1280,73607
14-04 10:07:51,14.861,0.252,84.887,0,0,0,0,192682,1364109,3804585984,793006080,469176320,14635134976,1280,73607
14-04 10:07:52,12.343,0.504,86.902,0.252,0,0,28672,178095,1263292,3804581888,793006080,469180416,14635134976,1280,73607
14-04 10:07:53,13.534,0.752,85.714,0,0,0,0,157633,1118846,3804581888,793006080,469180416,14635134976,1280,73607
14-04 10:07:54,13.500,0.750,85.750,0,0,0,0,167184,1180764,3804581888,793006080,469180416,14635134976,1280,73607
14-04 10:07:55,13.819,0,86.181,0,0,0,0,171482,1218355,3804581888,793006080,469180416,14635134976,1280,73607
14-04 10:07:56,14.177,0.506,85.316,0,0,0,4096,233167,1650045,3804327936,793260032,469180416,14635134976,1280,73607
14-04 10:07:57,13.217,0.499,86.035,0.249,0,0,49152,167781,1183767,3804323840,793260032,469184512,14635134976,1280,73607
14-04 10:07:58,12.500,0.250,87.250,0,0,0,0,165520,1177907,3804323840,793260032,469184512,14635134976,1280,73607
14-04 10:07:59,15.250,0.750,84,0,0,0,0,226817,1588768,3804319744,793260032,469184512,14635139072,1280,73607
14-04 10:08:00,13.384,0.253,86.364,0,0,0,0,206869,1464932,3804319744,793260032,469184512,14635139072,1280,73607
14-04 10:08:01,13.854,0.504,85.642,0,0,0,0,214315,1510193,3804319744,793260032,469184512,14635139072,1280,73607
14-04 10:08:02,12.312,0.503,86.935,0.251,0,0,28672,206736,1462221,3804307456,793260032,469192704,14635143168,1280,73607
14-04 10:08:03,14,0.750,85.250,0,0,0,0,158520,1119690,3804307456,793260032,469192704,14635143168,1280,73607
14-04 10:08:04,14.179,0.995,84.826,0,0,0,20480,162965,1142637,3804307456,793260032,469192704,14635143168,1280,73607
14-04 10:08:05,11.869,0.505,87.626,0,0,0,65536,163561,1157817,3804307456,793260032,469192704,14635143168,1280,73607
14-04 10:08:06,13.283,0.501,86.216,0,0,0,0,178314,1262196,3804307456,793260032,469192704,14635143168,1280,73607
14-04 10:08:07,12.091,0.252,87.406,0.252,0,0,73728,159347,1119797,3804303360,793260032,469196800,14635143168,1280,73607
14-04 10:08:08,14.677,0.498,84.826,0,0,0,0,200009,1406291,3804303360,793260032,469196800,14635143168,1280,73607
14-04 10:08:09,14.573,0.251,85.176,0,0,0,12288,209626,1484188,3804303360,793260032,469196800,14635143168,1280,73607
14-04 10:08:10,13.098,0.504,86.398,0,0,0,0,172361,1204336,3804303360,793260032,469196800,14635143168,1280,73607
14-04 10:08:11,15.212,0.499,84.289,0,0,0,4096,191957,1361908,3804299264,793260032,469196800,14635147264,1280,73607
14-04 10:08:12,14.141,0.505,85.101,0.253,0,0,28672,221347,1550214,3804291072,793260032,469204992,14635147264,1280,73607
14-04 10:08:13,12.814,0.503,86.683,0,0,0,28672,175583,1242682,3804286976,793260032,469204992,14635151360,1280,73607
14-04 10:08:14,16.459,0.249,83.292,0,0,0,86016,184621,1302068,3804286976,793260032,469204992,14635151360,1280,73607
14-04 10:08:15,12.091,0.504,87.406,0,0,0,0,201816,1425060,3804286976,793260032,469204992,14635151360,1280,73607
14-04 10:08:16,14.750,0.250,85,0,0,0,0,178822,1259339,3804286976,793260032,469204992,14635151360,1280,73607
14-04 10:08:17,15.711,0.748,83.292,0.249,0,0,16384,206764,1465964,3804282880,793260032,469209088,14635151360,1280,73607
14-04 10:08:18,13.065,0.503,86.432,0,0,0,0,192777,1346485,3804282880,793260032,469209088,14635151360,1280,73607
14-04 10:08:19,14.500,0.500,85,0,0,0,0,221655,1567298,3804282880,793260032,469209088,14635151360,1280,73607
14-04 10:08:20,13.466,0.249,86.284,0,0,0,49152,182040,1281554,3804282880,793260032,469209088,14635151360,1280,73607
14-04 10:08:21,13.250,0.500,86.250,0,0,0,0,167857,1179175,3804282880,793260032,469209088,14635151360,1280,73607
14-04 10:08:22,15.062,0.494,83.951,0.494,0,0,16384,194894,1363864,3804282880,793260032,469209088,14635151360,1280,73607
14-04 10:08:23,12.846,0.504,86.650,0,0,0,0,177377,1242273,3804028928,793513984,469209088,14635151360,1280,73607
14-04 10:08:24,13.854,0.504,85.642,0,0,0,0,193176,1363986,3804028928,793513984,469209088,14635151360,1280,73607
14-04 10:08:25,14.141,0.505,85.354,0,0,0,0,181600,1282286,3804028928,793513984,469209088,14635151360,1280,73607
14-04 10:08:26,15.711,0.748,83.541,0,0,0,4096,215991,1510396,3804028928,793513984,469209088,14635151360,1280,73607
14-04 10:08:27,14.861,0.252,84.635,0.252,0,0,49152,226826,1605303,3804020736,793513984,469213184,14635155456,1280,73607
14-04 10:08:28,13.568,0.503,85.930,0,0,0,0,153919,1082099,3804016640,793513984,469213184,14635159552,1280,73607
